,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Good evening!,6.45pm,3,0,8.61187643933,0.0,0.0,0.0,0.0,0,0.02439,0,0,0,0,0,0,0,0,0,0
1,Thank you very much for joining Sports Mole for tonight's Premier League clash between Bournemouth and Arsenal at the Vitality Stadium!,6.45pm,15,8,83.0443712498,0.0,0.0,0.0824866259814,0.0507720083487,0,0.21956,0,0,0,0,0,0,0,0,0,0
2,"Both of these sides enjoyed an encouraging first half of the season for the most part, and will be looking to get the second half of the campaign off to a positive start tonight.",6.45pm,17,19,117.568646808,0.0824866259814,0.0,0.181531493574,0.0992114177272,0,0.177365,0,0,0,0,0,0,0,0,0,0
3,"For the visitors it could prove vital to their title hopes, while Bournemouth will be more than happy if they can solidify their position in the top half of the table.",6.45pm,15,18,117.003209517,0.181531493574,0.0507720083487,0.0398925800275,0.0153395918465,0,0.20098,0,0,0,0,0,0,1,0,0,0
4,"Before we take an in-depth look at the clubs, though, let's first check out the team news...",6.45pm,14,7,65.5155427888,0.0398925800275,0.0992114177272,0.0,0.0,0,0.100575,0,0,0,0,0,0,0,0,0,0
5,"BOURNEMOUTH STARTING XI: Boruc; Francis, Cook, Ake, Daniels; Arter, Gosling, Stanislas, Fraser, King; Wilson",6.47pm,25,0,61.824413276,0.0,0.0153395918465,0.0202751596082,0.162140773994,0,0.06383,0,0,0,0,0,0,0,0,0,0
6,"BOURNEMOUTH SUBS: Federici, Mings, A Smith, B Smith, Surman, Ibe, Mousset",6.47pm,17,1,46.9091483809,0.0202751596082,0.0,0.0,0.0848618890132,0,0.04651,0,0,0,0,0,0,0,0,0,0
7,"ARSENAL STARTING XI: Cech; Bellerin, Mustafi, Koscielny, Monreal; Coquelin, Xhaka; Ramsey, Iwobi, Sanchez; Giroud",6.49pm,25,0,60.9794957975,0.0,0.162140773994,0.0181252519279,0.0,0,0.08,0,0,0,0,0,0,0,0,0,0
8,"ARSENAL SUBS: Ospina, Maitland-Niles, Gabriel, Holding, Reine-Adelaide, Oxlade-Chamberlain, Lucas",6.49pm,16,0,28.8175935364,0.0181252519279,0.0848618890132,0.0,0.0,0,0.068395,0,0,0,0,0,0,0,0,0,0
9,"What can we make of those two teams, then?",6.51pm,5,6,37.4103975031,0.0,0.0,0.013479347704,0.0,0,0.09091,0,0,0,0,0,0,0,0,0,0
10,"Well the big news as far as Bournemouth are concerned is the absence of Jack Wilshere, who misses out this evening as he is ineligible to play against his parent club.",6.51pm,17,16,119.364981516,0.013479347704,0.0,0.0731084295036,0.115545568959,0,0.125665,0,0,0,0,0,0,0,0,0,0
11,"That will be a big blow for the Cherries in midfield, but Arsene Wenger will surely be happy with how the England international is progressing at Dean Court.",6.51pm,15,15,107.033890172,0.0731084295036,0.0,0.00976739183594,0.0558437536552,0,0.16183,0,0,0,0,0,0,0,0,0,0
12,"Joshua King, who scored the last goal during Bournemouth's win over Swansea on New Year's Eve, replaces Wilshere.",6.51pm,18,5,78.055985665,0.00976739183594,0.115545568959,0.020936989895,0.199182878295,1,0.125505,0,1,0,0,0,0,0,0,0,0
13,"That is one of three changes made by Bournemouth boss Eddie Howe, with Dan Gosling and Callum Wilson also returning to the starting XI.",6.53pm,18,8,93.5042342322,0.020936989895,0.0558437536552,0.0621067793004,0.0808330543322,0,0.22237,0,0,0,0,0,0,0,0,0,0
14,Wilson scored Bournemouth's goal in the reverse fixture between these two sides but may have felt that his position was under threat after Benik Afobe scored the opener against Swansea last time out.,6.53pm,21,14,132.842482204,0.0621067793004,0.199182878295,0.116947333819,0.239255259953,1,0.171275,0,0,0,0,0,0,1,0,0,0
15,"Afobe also withdrew from the DR Congo squad for the African Cup of Nations in order to continue his progress at Bournemouth, so he will be unhappy to miss out today.",6.53pm,18,15,122.70905555,0.116947333819,0.0808330543322,0.0833310317124,0.0863959027001,0,0.125,0,0,0,0,0,0,0,0,0,0
16,"Ryan Fraser, who also scored against Swansea, keeps his place in the starting XI alongside Stanislas and King in that trio just behind Wilson.",6.55pm,18,9,94.7577450102,0.0833310317124,0.239255259953,0.0631614356169,0.155563301859,0,0.14373,0,0,0,0,0,0,0,0,0,0
17,"As mentioned, Gosling also comes into the midfield, replacing Surman as the latter drops to the bench.",6.55pm,13,7,66.4625248891,0.0631614356169,0.0863959027001,0.0835584429951,0.0160757147245,0,0.113945,0,0,0,0,0,0,0,0,0,0
18,"Harry Arter keeps his place, though, and there are no changes at the back as Eddie Howe once again partners Ake with Cook at the heart of the defence.",6.55pm,17,15,114.416143082,0.0835584429951,0.155563301859,0.0453988881052,0.0911295934531,0,0.165545,0,0,0,0,0,0,0,0,0,0
19,"Bournemouth's defenders have weighed in with quite a few goals of their own so far this season, and in particular Charlie Daniels has impressed in the final third.",6.57pm,16,15,104.161607322,0.0453988881052,0.0160757147245,0.10091994545,0.0845734343636,1,0.15861,0,0,0,0,0,0,0,0,0,0
20,"Indeed, the full-back has registered the most assists (7) and created the most chances (54) of any Bournemouth player in the Premier League.",6.57pm,18,11,79.1603193852,0.10091994545,0.0911295934531,0.0615134399366,0.0867094117231,0,0.17269,0,0,0,0,0,0,0,0,0,0
21,"With Francis, Cook and Ake all capable of popping up with the odd goal too, it is a very valuable unit to have at both ends of the park.",6.57pm,14,18,106.225917576,0.0615134399366,0.0845734343636,0.0619091243167,0.149789336013,1,0.12698,0,0,0,0,0,0,0,0,0,0
22,"As for Arsenal, the headline news for them is that Shkodran Mustafi returns to the starting lineup following a spell out through injury, replacing Gabriel in the side as the Brazilian drops to the bench.",6.59pm,20,18,126.669690055,0.0619091243167,0.0867094117231,0.245707327497,0.0660657823069,0,0.16983,0,1,0,0,0,0,0,0,0,0
23,"Mustafi was on the bench for the win over Palace, but this is his first start since picking up the injury in the only change to the back five, with Bellerin, Koscielny and Monreal all keeping their places.",6.59pm,21,21,136.770162701,0.245707327497,0.149789336013,0.166217429632,0.0686384130289,0,0.176425,0,1,0,0,0,0,0,0,0,0
24,"Like Bournemouth, Arsenal have made three changes from that win over Palace, and one of those is an enforced one in the holding midfield role.",7.01pm,17,11,91.8989413616,0.166217429632,0.0660657823069,0.0401164375818,0.0381093870609,0,0.13619,0,1,0,0,0,0,0,0,0,0
25,"Mohamed Elneny has departed for the African Cup of Nations, and so Francis Coquelin replaces him in the starting XI alongside Xhaka tonight.",7.01pm,16,9,93.6641773334,0.0401164375818,0.0686384130289,0.0491984509023,0.182885408897,0,0.14163,0,0,0,0,0,0,0,0,0,0
26,"Aaron Ramsey also comes into the side in place of Lucas Perez, who drops to the bench.",7.01pm,12,7,63.3946505999,0.0491984509023,0.0381093870609,0.190896144893,0.0544733369783,0,0.13619,0,0,0,0,0,0,0,0,0,0
27,"Ramsey will play in the trio just behind the striker alongside Iwobi, who scored against Palace, and Sanchez, who has been one of the standout performers of the season so far.",7.03pm,19,16,113.088079408,0.190896144893,0.182885408897,0.191133633079,0.27184249463,0,0.147395,0,0,0,0,0,0,0,0,0,0
28,"Indeed, the Chilean has nine goals and three assists from his nine away appearances in the Premier League so far this season, and is just one goal short of his best-ever tally of 10 goals away from home in a European top-flight season - set with Udinese in 2010-11.",7.03pm,32,20,163.45058942,0.191133633079,0.0544733369783,0.0988852253109,0.106980007267,1,0.16369,0,0,0,0,0,0,0,0,0,0
29,"However, for the most part Sanchez has been playing as the club's main striker this season.",7.05pm,11,8,61.7008104394,0.0988852253109,0.27184249463,0.124412370471,0.0860679284048,0,0.13886,0,0,0,0,0,0,0,0,0,0
30,"The Chilean has certainly proved that he can play in that position, but in the last two games he has been pushed further out wide to accommodate Olivier Giroud, who once again leads the line tonight.",7.05pm,19,20,141.769042489,0.124412370471,0.106980007267,0.144839664961,0.0953827592368,0,0.15032,0,0,0,0,0,0,1,0,0,0
