,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Good evening everyone and thank you for joining us as we bring you live coverage of Real Madrid's last-16 clash with Sevilla at the Santiago Bernabeu.,7.15pm,18,10,100.730961602,0.0,0.0,0.0323378635665,0.0382838839858,0,0.16957,0,0,0,0,0,0,0,0,0,0
1,This represents both sides' first game of the new year and concludes the Spanish winter break.,7.15pm,12,6,60.6312084544,0.0323378635665,0.0,0.132587706981,0.111236424049,0,0.12083,0,1,0,0,0,0,0,0,0,0
2,"Both sides enjoyed a prosperous 2016 and none more so than Real, who now find themselves unbeaten in a total of 37 games.",7.17pm,13,12,88.1673302518,0.132587706981,0.0382838839858,0.010419090625,0.0804692447228,0,0.07988,0,0,0,0,0,0,0,0,0,0
3,Zinedine Zidane's men are also coming off the back of another triumph at the FIFA Club World Cup over the winter period.,7.17pm,16,8,86.5491735798,0.010419090625,0.111236424049,0.12334412522,0.0250789913389,0,0.116055,0,1,0,0,0,0,0,0,0,0
4,"Los Blancos have already beaten Sevilla once this season in the UEFA Super Cup back in August, but Jorge Sampaoli's charges have enjoyed a fruitful period in La Liga this season.",7.21pm,23,11,124.291085989,0.12334412522,0.0804692447228,0.0337088089858,0.144864292477,0,0.158605,0,0,0,0,0,0,0,0,0,0
5,"As it stands, the current Europa League champions hold third position in the league standings - trailing just Real and second-placed Barcelona.",7.21pm,17,7,83.571764545,0.0337088089858,0.0250789913389,0.172376735414,0.016049864966,0,0.10988,0,0,0,0,0,0,1,0,0,0
6,"There has been much talk in the build-up to this contest about how exactly Zidane plans to treat this match, especially given that his side will face Sevilla again in the second leg of this tie as well as in the league in a couple of weeks.",7.21pm,23,26,161.866929305,0.172376735414,0.144864292477,0.118915530701,0.07259448266,0,0.1529,0,0,0,0,0,0,0,0,0,0
7,"What we do know is that main man Cristiano Ronaldo has been left out of the squad tonight, with some suggesting that his coach wants to ensure that the Portuguese star is free from any potential muscle strain ahead of the club's return to La Liga action.",7.21pm,27,23,189.921906518,0.118915530701,0.016049864966,0.078818342356,0.0164338968019,0,0.133585,0,0,0,0,0,0,0,0,0,0
8,"The hosts are also to be without Sergio Ramos and the injured trio of Lucas Vazquez, Mateo Kovacic and Gareth Bale, while Pepe is also struggling to make his way back into the side after an injury absence.",7.24pm,25,16,149.098867055,0.078818342356,0.07259448266,0.0187751373244,0.0,0,0.131935,0,0,0,0,0,0,0,0,0,0
9,Time for the full team news now...,7.25pm,5,3,26.6684492325,0.0187751373244,0.0164338968019,0.0,0.0,0,0.04878,0,0,0,0,0,0,0,0,0,0
10,"REAL MADRID STARTING XI: Casilla; Carvajal, Varane, Nacho, Marcelo; Casemiro, Modric, Asensio, Kroos, James; Morata",7.26pm,26,0,59.9732562161,0.0,0.0,0.0666286744354,0.162656739444,0,0.057565,0,0,0,0,0,0,0,0,0,0
11,"REAL MADRID SUBSTITUTES: Navas, Benzema, Coentrao, Mariano, Isco, Danilo, Odegaard",7.27pm,17,0,46.0433981667,0.0666286744354,0.0,0.0779123419891,0.11038628695,0,0.04664,0,0,0,0,0,0,0,0,0,0
12,"SEVILLA STARTING XI: Rico; Mariano, Rami, Mercado, Escudero; N'Zonzi, Iborra, Nasri, Ganso, Vitolo; Correa",7.27pm,25,0,56.6943915065,0.0779123419891,0.162656739444,0.0242450545705,0.0,0,0.07341,0,0,0,0,0,0,0,0,0,0
13,"SEVILLA SUBSTITUTES: Kranevitter, Vietto, Ben Yedder, Kiyotake, Sarabia, Pareja, Sirigu",7.28pm,17,0,49.0255774739,0.0242450545705,0.11038628695,0.0,0.0,0,0.022725,0,0,0,0,0,0,0,0,0,0
14,"As expected, both Ramos and Pepe miss out, leaving Raphael Varane and Nacho to lead from the back.",7.29pm,13,8,67.2400156008,0.0,0.0,0.150335117352,0.152306863805,0,0.13226,0,0,0,0,0,0,0,0,0,0
15,"Alvaro Morata has been elected to lead the line on his own this evening, leaving a five-man midfield that makes use of an influential three in the shape of Toni Kroos, Casemiro and Luka Modric.",7.29pm,22,16,125.357901682,0.150335117352,0.0,0.12756579391,0.118187416102,0,0.141365,0,0,0,0,0,0,0,0,0,0
16,James Rodriguez and youngster Marco Asensio also start and will be expected to provide much of the attacking support to line striker Morata.,7.29pm,16,8,89.379630293,0.12756579391,0.152306863805,0.0863832489867,0.0529373353382,0,0.10818,0,0,0,0,0,0,0,0,0,0
17,"Madrid's bench is looking rather strong this evening as Zidane will be able to call on the likes of Karim Benzema, Isco and Danilo if his side finds itself in trouble.",7.32pm,20,14,118.465851996,0.0863832489867,0.118187416102,0.0870397912302,0.0452349224057,0,0.12671,0,0,0,0,0,0,0,0,0,0
