,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Evening all!,6.46pm,2,1,9.28347112227,0.0,0.0,0.0,0.0,0,0.01754,0,0,0,0,0,0,0,0,0,0
1,"Sports Mole's live La Liga coverage continues from San Sebastian as Real Sociedad welcome the champions Barcelona, who simply cannot afford to drop more points as they chase down in-form Real Madrid at the summit.",6.46pm,26,13,140.198452558,0.0,0.0,0.0770498061363,0.0937290746252,0,0.218355,0,0,0,0,0,0,0,0,0,0
2,It is not the match that Barcelona would have chosen though due to their rotten recent record in this stadium and Sociedad's current excellent run of form!,6.46pm,17,12,99.3706078171,0.0770498061363,0.0,0.24926979644,0.167142485628,0,0.17532,0,0,0,0,0,0,0,0,0,0
3,"Incredibly, Barcelona have lost their last four league games in this stadium, which is their worst run of form against a single side away from home since Deportivo La Coruna in 2002.",6.49pm,23,12,120.883607771,0.24926979644,0.0937290746252,0.239845753336,0.0278175341828,0,0.14315,0,0,0,1,0,0,0,0,0,0
4,"What's more, the Catalan outfit have not won on any of their last six trips to Sociedad in the league, with their last success coming way back in 2007, which is a quite incredible statistic for a club of this ilk.",6.49pm,23,23,150.983330187,0.239845753336,0.167142485628,0.0775441509571,0.0995226137404,0,0.278675,1,0,0,0,0,0,0,0,0,0
5,"There is no room for more dropped points, however, as Barcelona chase down Real Madrid at the summit.",6.52pm,12,9,69.0567356916,0.0775441509571,0.0278175341828,0.104148370441,0.0132445606115,0,0.170545,0,0,0,0,0,0,0,0,0,0
6,"Indeed, a record of 26 points from 12 La Liga matches is Barcelona's worst return at this stage since the 2007-08 campaign.",6.52pm,18,7,77.92886185,0.104148370441,0.0995226137404,0.0437503504462,0.033950478557,0,0.143275,0,0,0,0,0,0,0,0,0,0
7,"Sociedad though will enter this game in excellent form and off the back of four straight league wins, which has seen them occupy sixth position in the table.",6.52pm,18,12,106.303081191,0.0437503504462,0.0132445606115,0.0216866313442,0.0837025290355,0,0.13782,0,1,0,0,0,0,1,0,0,0
8,"Right, without further ado, let me bring you up-to-speed with the all-important team news from the Anoeta.",6.55pm,13,7,66.1293387309,0.0216866313442,0.033950478557,0.0211125534109,0.123903796572,0,0.10909,0,0,0,0,0,0,0,0,0,0
9,"Sociedad have had a free week to prepare for this match, but Barcelona were in Champions League action away to Celtic on Wednesday, where they recorded a 3-1 victory.",6.55pm,18,14,98.5863053872,0.0211125534109,0.0837025290355,0.0,0.0,0,0.13737,0,0,0,0,0,0,0,0,0,0
10,Let's look at the two XIs...© SilverHub,6.55pm,8,2,28.6883921688,0.0,0.123903796572,0.0,0.0177447273212,0,0.093025,0,0,0,0,0,0,0,0,0,0
11,"TEAMS!SOC: Rulli; C.Martinez, Navas, Inigo, Yuri; Zurutuza, Illarra, Prieto; Oyarzabal, Willian, VelaFCB: Ter Stegen; Roberto, Mascherano, Pique, Alba; Rakitic, Busquets, Gomes; Neymar, Suarez, Messi",6.58pm,48,0,113.095961621,0.0,0.0,0.0683492805484,0.135301569602,0,0.07863,0,0,0,0,0,0,0,0,0,0
12,"Sociedad are unchanged from the team that started last weekend's 3-1 win away to Sporting Gijon, meaning that Willian Jose continues in the final third with support from Mikel Oyarzabal and Carlos Vela.",7.02pm,25,11,124.993812232,0.0683492805484,0.0177447273212,0.0394482756599,0.228287412823,0,0.18472,0,1,0,0,0,0,0,0,0,0
13,"Raul Navas keeps his spot alongside Inigo Martinez at the heart of the defence, while Asier Illarramendi will start in the middle of a midfield three, which also includes the skipper Xabi Prieto.",7.02pm,23,13,136.218103634,0.0394482756599,0.135301569602,0.0,0.0749037709674,0,0.13689,0,0,0,0,0,0,0,0,0,0
14,"Barcelona, meanwhile, are unchanged from their 2-0 win over Celtic on Wednesday night.",7.05pm,11,5,48.0029542653,0.0,0.228287412823,0.0,0.0623634804249,0,0.08,0,1,0,0,0,0,0,0,0,0
