,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Good evening everyone and thank you for joining us as we bring you live coverage of West Ham United's third-round FA Cup clash with Manchester City at the London Stadium.,6.55pm,22,10,110.777159823,0.0,0.0,0.122912722599,0.0771442219365,0,0.205865,0,0,0,0,0,0,0,0,0,0
1,Tonight's fixture opens what promises to be an exciting round of FA Cup action this weekend.,6.56pm,12,6,64.8182007484,0.122912722599,0.0,0.0636259196066,0.031256055802,0,0.124055,0,0,0,0,0,0,0,0,0,0
2,Both of these sides have endured testing winter period and will be hoping to make some headway away from the league with a positive performance in the English showpiece this evening.,6.56pm,16,16,116.557010543,0.0636259196066,0.0771442219365,0.0452504850491,0.0492365633395,0,0.185265,0,1,0,0,0,0,0,0,0,0
3,West Ham have faired pretty well on home turf during this tournament.,6.59pm,9,4,47.3983944375,0.0452504850491,0.031256055802,0.0808127482523,0.0333913184161,0,0.086825,0,0,0,0,0,0,0,0,0,0
4,The Hammers have lost just one of their previous eight FA Cup games at home and that defeat came against Manchester United last season.,6.59pm,16,9,89.771256152,0.0808127482523,0.0492365633395,0.0779545956206,0.110386109519,0,0.08782,0,0,0,1,0,0,0,0,0,0
5,"The London Stadium has proven to be a rather difficult place for the Irons this season, though.",6.59pm,11,8,58.8695530505,0.0779545956206,0.0333913184161,0.0832192660821,0.130120715743,0,0.14674,0,0,0,0,0,0,0,0,0,0
6,"As for City, this is the fourth time in a row that the Sky Blues have been drawn away against Premier League opposition in the cup so they should know what is in store for them tonight.",6.59pm,17,22,131.947777159,0.0832192660821,0.110386109519,0.192279206506,0.114240339289,0,0.151895,0,0,0,0,1,0,1,0,0,0
7,"Last season's cup campaign did not go too well for City as we all know - they lost 5-1 to Chelsea in the fifth round last season, which registered as their biggest defeat in the FA Cup since 1960.",6.59pm,26,16,145.046540852,0.192279206506,0.130120715743,0.193501372571,0.191761091181,0,0.167555,0,0,0,1,0,0,0,0,0,0
8,The visitors know how to get beyond this round too.,7.02pm,6,5,36.5924945281,0.193501372571,0.114240339289,0.241286680625,0.0472312015921,0,0.077695,0,0,0,0,0,0,0,0,0,0
9,City have moved beyond the third round in six of the last seven campaigns.,7.02pm,10,5,50.0813235573,0.241286680625,0.191761091181,0.0605744653206,0.088947314154,0,0.14412,0,0,0,0,0,0,0,0,0,0
10,The only exception to that rule came in a defeat to Manchester United back in 2012.,7.02pm,9,8,53.568812408,0.0605744653206,0.0472312015921,0.059448354944,0.0,0,0.111115,0,0,0,0,0,0,0,0,0,0
11,The club won the trophy for their fifth time when they got the better of Stoke in 2011.,7.02pm,9,10,65.8328554843,0.059448354944,0.088947314154,0.108722206732,0.0,0,0.14113,1,0,0,0,0,0,0,0,0,0
12,Time for some team news now...,7.03pm,4,3,23.0993504675,0.108722206732,0.0,0.0,0.0,0,0.041665,0,0,0,0,0,0,0,0,0,0
13,"WEST HAM UNITED STARTING XI: Adrian; Nordtveit, Reid, Ogbonna, Cresswell; Obiang, Fernandes; Antonio, Lanzini, Feghouli; Carroll",7.04pm,27,0,69.5309663768,0.0,0.0,0.0954759976522,0.140168480751,0,0.084125,0,0,0,0,0,0,0,0,0,0
14,"WEST HAM UNITED SUBSTITUTES: Randolph, Noble, Fletcher, Payet, Calleri, Oxford, Quina",7.05pm,18,0,51.0823870748,0.0954759976522,0.0,0.0,0.109962508037,0,0.07554,0,0,0,0,0,0,0,0,0,0
15,"MANCHESTER CITY STARTING XI: Caballero; Sagna, Kolarov, Otamendi, Clichy; Zabaleta, Toure; De Bruyne, Silva, Sterling; Aguero",7.05pm,27,0,69.3726136339,0.0,0.140168480751,0.166197816927,0.0,0,0.098915,0,0,0,0,0,0,0,0,0,0
16,"MANCHESTER CITY SUBSTITUTES: Bravo, Delph, Iheanacho, A Garcia, Kolarov, Nolito, Navas",7.05pm,17,1,48.5367483119,0.166197816927,0.109962508037,0.0,0.0,0,0.06016,0,0,0,0,0,0,0,0,0,0
17,So the big news from Slaven Bilic's camp is that the manager has made three changes from the club's last outing in the Premier League.,7.06pm,17,11,94.1363544939,0.0,0.0,0.0562513180411,0.0,0,0.10988,0,0,0,0,0,0,0,0,0,0
18,"Andy Carroll has come in up top to replace Dimitri Payet, while Adrian returns in goal and Cheikhou Kouyate steps out of the midfield to be replaced by Edimilson Fernandes.",7.06pm,19,13,120.476749793,0.0562513180411,0.0,0.0433834896674,0.0,1,0.105265,0,0,0,0,0,0,0,0,0,0
19,Guardiola appears to be taking no chances with his team selection either.,7.09pm,8,5,50.4262493812,0.0433834896674,0.0,0.0,0.0258116175127,0,0.052635,0,0,0,0,0,0,0,0,0,0
20,City's starting XI is as strong as you might think.,7.09pm,8,4,39.0185485827,0.0,0.0,0.0,0.0,0,0.07863,0,0,0,0,0,0,0,0,0,0
21,"Sergio Aguero leads the line in attack, with further support being provided by a three of Kevin De Bruyne, David Silva and Raheem Sterling.",7.09pm,18,9,98.4247698407,0.0,0.0258116175127,0.0610395653896,0.0254737557025,0,0.146225,0,0,0,0,0,0,0,0,0,0
22,This fixture presents an important opportunity for Aguero.,7.10pm,6,3,33.8200795639,0.0610395653896,0.0,0.0,0.0,0,0.06,0,0,0,0,0,0,0,0,0,0
