,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,"Hello, and welcome to Sports Mole's live coverage of the match in the Premier League between Tottenham Hotspur and Chelsea.",7.01pm,15,8,76.4859213365,0.0,0.0,0.0700020210856,0.153215623058,0,0.21693,0,0,0,0,0,0,0,0,0,0
1,"After both clubs failed to control their players in a game at Stamford Bridge last season, this game has been built up into a grudge match.",7.04pm,15,13,99.4846780468,0.0700020210856,0.0,0.065154398438,0.0680688487412,0,0.1125,0,0,0,0,0,0,0,0,0,0
2,"While the fixture has perhaps been over-hyped, there is no getting away from the fact that this London derby could prove to be a feisty affair and one that could have an impact on the Premier League title race.",7.04pm,21,20,147.76452619,0.065154398438,0.153215623058,0.162460321411,0.143448500418,0,0.157515,0,0,0,0,0,0,0,0,0,0
3,Victory for Chelsea would give them an eight-point lead at the top of the standings so it's fair to say that all of their title rivals will be cheering on Spurs this evening.,7.04pm,17,18,118.274614147,0.162460321411,0.0680688487412,0.20065880135,0.213486064138,0,0.25649,0,0,0,0,0,0,0,0,0,0
4,"That includes Spurs' North London rivals Arsenal, despite the fact that Spurs would move above both them and Manchester City into third place with three points at White Hart Lane.",7.07pm,23,10,126.338643556,0.20065880135,0.143448500418,0.120316832154,0.0366539138746,0,0.226885,0,0,0,0,0,0,0,0,0,0
5,"That would potentially only prove to be a short-term issue for both clubs but if Chelsea can register a 14th successive triumph in the top flight, it's hard to see anyone being able to stop them during the second half of the campaign.",7.07pm,24,22,161.095283804,0.120316832154,0.213486064138,0.0206186632334,0.0478945583593,0,0.190155,0,0,0,0,0,0,0,0,0,0
6,"Anyway, without further ado, let's crack on with the team news.",7.08pm,11,4,48.7100951464,0.0206186632334,0.0366539138746,0.0347728044744,0.0,0,0.066665,0,0,0,0,0,0,0,0,0,0
7,Both managers had important decisions to make with as many as three players all becoming available again after suspension.,7.08pm,11,9,82.8295829867,0.0347728044744,0.0478945583593,0.0,0.0,0,0.05172,0,0,0,0,0,0,0,0,0,0
8,"TOTTENHAM HOTSPUR XI: Lloris; Walker, Dier, Alderweireld, Vertonghen, Rose; Wanyama, Dembele, Eriksen, Dele; Kane",7.09pm,25,0,62.7152506264,0.0,0.0,0.125557401518,0.0906556194548,0,0.0825,0,0,0,0,0,0,0,0,0,0
9,"TOTTENHAM HOTSPUR SUBSTITUTES: Vorm, Davies, Trippier, Wimmer, Sissoko, Winks, Son",7.11pm,17,0,49.3380935916,0.125557401518,0.0,0.0,0.111699448322,0,0.0677,0,1,0,0,0,0,0,0,0,0
10,"CHELSEA XI: Courtois; Azpilicueta, Luiz, Cahill; Moses, Kante, Matic, Alonso; Pedro, Diego Costa, Hazard",7.12pm,25,0,61.720222654,0.0,0.0906556194548,0.0220888010835,0.0,0,0.109685,0,0,0,0,0,0,0,0,0,0
11,"CHELSEA SUBSTITUTES: Begovic, Ivanovic, Zouma, Chalobah, Fabregas, Willian, Batshuayi",7.13pm,16,0,42.8401161411,0.0220888010835,0.111699448322,0.0,0.0,0,0.02439,0,0,0,0,0,0,0,0,0,0
12,"First of all, let's take a look at the Spurs starting lineup with head coach Mauricio Pochettino making three changes to the team which thrashed Watford at the weekend.",7.17pm,21,11,113.270893161,0.0,0.0,0.0,0.0352999774459,0,0.130435,0,0,0,0,0,0,0,0,0,0
13,"Kyle Walker and Jan Vertonghen - who were both serving bans - return, as does Mousa Dembele.",7.17pm,13,6,70.5013543929,0.0,0.0,0.0208036975566,0.105810941719,0,0.0625,0,0,0,0,0,0,0,0,0,0
14,"Going out of the side are Keiran Trippier, Kevin Wimmer and Heung-Min Son.",7.17pm,10,5,48.8858177095,0.0208036975566,0.0352999774459,0.0220000981687,0.0206939750841,0,0.0928,0,0,0,0,0,0,0,0,0,0
15,"As expected, Dele Alli and Harry Kane both start after netting doubles at Vicarage Road.",7.17pm,12,5,66.4940212077,0.0220000981687,0.105810941719,0.0672703154558,0.0694829317761,0,0.13978,0,0,0,0,0,0,0,0,0,0
16,"As for Chelsea, boss Antonio Conte opts to recall Pedro after he missed the New Year's Eve win over Stoke City because of a one-match ban.",7.21pm,19,10,101.584847524,0.0672703154558,0.0206939750841,0.0516128963521,0.0640833847362,0,0.12226,0,1,0,0,0,0,0,0,0,0
17,"He replaces Willian, who drops out of the team despite netting two goals against the Potters.",7.21pm,11,7,63.917064879,0.0516128963521,0.0694829317761,0.0738558202301,0.100776995695,1,0.10494,0,0,0,0,0,0,0,0,0,0
18,The other change sees Nemanja Matic given the nod over Cesc Fabregas in the centre of midfield.,7.21pm,11,7,68.654733286,0.0738558202301,0.0640833847362,0.0676700098761,0.0,0,0.14352,0,0,0,0,0,0,0,0,0,0
19,The rest of the team picks itself as Conte continues to make minimal alterations to his all-conquering side.,7.21pm,11,8,65.274141856,0.0676700098761,0.100776995695,0.0479403341509,0.0585678162841,0,0.135385,0,0,0,0,0,0,0,0,0,0
20,HEAD TO HEAD!,7.25pm,3,1,10.7000814086,0.0479403341509,0.0,0.0185214329417,0.0173757502126,0,0.063405,0,0,0,0,0,0,0,0,0,0
21,"Tonight's contest represents the 157th time in which these two teams have met in a competitive fixture, with Spurs winning 50 matches compared to the 66 triumphs for the Blues.",7.25pm,21,12,119.069651731,0.0185214329417,0.0585678162841,0.110616045604,0.0,0,0.14146,0,1,0,0,0,0,0,0,0,0
22,"While there isn't all that much between the teams from an historical perspective, it's fair to say that Chelsea have dominated the last 15 meetings, with the West Londoners having only suffered one defeat.",7.25pm,21,18,135.078596141,0.110616045604,0.0173757502126,0.0,0.167484393657,0,0.12222,0,0,0,0,0,0,0,0,0,0
23,STAT!,7.31pm,2,0,5.45434729625,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
24,"While there are 10 points separating the two teams in the table, both sides have lost the same amount of games this season with just two setbacks from 19 fixtures.",7.31pm,17,15,120.626468007,0.0,0.167484393657,0.0651773798899,0.153411191835,0,0.1129,0,0,0,1,0,0,0,0,0,0
25,I'm sure whether that highlights Spurs' resolve or highlights their inability to make the most of their chances but it shows that they are not all that far away from the leaders.,7.31pm,16,19,118.707696009,0.0651773798899,0.0,0.11366099886,0.129395254651,0,0.16714,0,0,0,0,0,0,0,0,0,0
26,"If they produce their best form this evening, they will have lost less games than Chelsea...",7.31pm,10,8,66.7414500572,0.11366099886,0.153411191835,0.0837766515066,0.06974846412,0,0.08613,0,0,0,1,0,0,0,0,0,0
27,"Over the last few days, there has been talk of £50m bids from Real Madrid for Spurs midfielder Dele Alli and it comes as no surprise when he shows that he is capable of netting five games in three games.",7.35pm,22,20,154.346174949,0.0837766515066,0.129395254651,0.127760650593,0.0715355712741,0,0.137375,0,0,0,0,0,0,0,0,0,0
28,The 20-year-old hasn't always been at his best this season but he has show his class in recent matches and still ranks as one of the club's most important players.,7.35pm,17,16,112.055524378,0.127760650593,0.06974846412,0.138443039305,0.0936143121576,0,0.143555,0,0,0,0,0,0,0,0,0,0
