,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Evening all!,6.46pm,2,1,9.53998404457,0.0,0.0,0.0,0.0,0,0.02439,0,0,0,0,0,0,0,0,0,0
1,Sports Mole's live Champions League coverage continues from Camp Nou as Spanish champions Barcelona welcome German outfit Borussia Monchengladbach.,6.46pm,19,2,82.0733641313,0.0,0.0,0.00956187435228,0.0,0,0.191505,0,0,0,0,0,0,0,0,0,0
2,"Group C has already been decided ahead of its final two matches tonight, but Barcelona will be keen to put on a strong performance amid a difficult period of the season.",6.46pm,20,13,106.285578882,0.00956187435228,0.0,0.062793951838,0.0836783669722,0,0.138145,0,0,0,0,0,0,0,0,0,0
3,It should be an open and entertaining match!,6.46pm,4,5,32.4814715116,0.062793951838,0.0,0.0622842485782,0.0,0,0.056605,0,0,0,0,0,0,0,0,0,0
4,"Eden Hazard's brother Thorgan Hazard actually sent Gladbach ahead when the two teams met in the reverse match back in September, but Arda Turan levelled the scores in the 65th minute, before Gerard Pique won it in the 73rd minute.",6.49pm,30,14,159.193394536,0.0622842485782,0.0836783669722,0.127379154619,0.0769586804904,0,0.28602,1,0,0,0,0,0,0,0,0,0
5,"The pair have never met in this particular stadium, but Barcelona have won 12 of their last 13 home Champions League games against German opposition.",6.49pm,17,10,93.539032716,0.127379154619,0.0,0.328781983908,0.01656613769,0,0.11638,1,0,0,0,0,0,1,0,0,0
6,"Gladbach, meanwhile, have only won one of their seven away games against Spanish opposition in all competitions.",6.52pm,12,8,63.5767936474,0.328781983908,0.0769586804904,0.0136819891382,0.0485031890429,0,0.143895,1,0,0,0,0,0,1,0,0,0
7,"That sole success came in the 1974-75 season, when they recorded a 4-2 victory over Real Zaragoza.",6.52pm,12,7,60.5122287417,0.0136819891382,0.01656613769,0.0533304763418,0.00551035526778,0,0.15373,0,0,0,0,0,0,0,0,0,0
8,"This is the Bundesliga side's first visit to Camp Nou, but they have played in Barcelona once before – losing to Catalan side Espanyol in the first round of the 1987-88 UEFA Cup.",6.52pm,21,15,108.801494079,0.0533304763418,0.0485031890429,0.0853008034747,0.0975612438301,0,0.21129,0,0,0,0,0,0,0,0,0,0
9,"Right, without further ado, let me bring you up-to-speed with the all-important team news from Camp Nou.",6.55pm,14,6,66.1884339479,0.0853008034747,0.00551035526778,0.0375470251977,0.0,0,0.07143,0,0,0,0,0,0,0,0,0,0
10,Both sides were in league action at the weekend – Barcelona drawing 1-1 with Real Madrid and Gladbach losing 4-1 at Borussia Dortmund.,6.55pm,16,8,74.7853316521,0.0375470251977,0.0975612438301,0.0,0.010312383024,0,0.193655,0,1,0,0,1,0,0,0,0,0
11,"So, any changes?",6.55pm,3,2,14.6446913938,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
12,Let's run through the two XIs...,6.55pm,6,2,26.5258683153,0.0,0.010312383024,0.0,0.0,0,0.057145,0,0,0,0,0,0,0,0,0,0
13,"TEAMS!FCB: Cillessen; Vidal, Mascherano, Umtiti, Digne; Gomes, Iniesta, Denis; Messi, Alcacer, TuranGLAD: Sommer; Elvedi, Jantschke, Vestergaard, Christensen; Korb, Strobl, Dahoud, Schulz; Hazard, Hahn",6.58pm,47,0,115.298919018,0.0,0.0,0.0,0.100606143647,0,0.066665,0,0,0,0,0,0,0,0,0,0
14,So there we have it.,7.02pm,1,5,17.1199164106,0.0,0.0,0.0,0.0,0,0.02326,0,0,0,0,0,0,0,0,0,0
15,"Barcelona boss Luis Enrique has made eight changes to the team that started El Clasico at the weekend, with only Javier Mascherano, Andre Gomes and Lionel Messi keeping their spots in the XI.",7.02pm,24,12,129.407296704,0.0,0.100606143647,0.124333046283,0.0584899909096,0,0.380705,0,0,0,0,0,0,0,0,0,0
16,"Jasper Cillessen replaces Marc-Andre ter Stegen between the sticks, while Aleix Vidal and Lucas Digne are given spots in the two full-back positions.",7.02pm,18,7,91.2060823695,0.124333046283,0.0,0.0229574823401,0.068951080093,0,0.281465,0,0,0,0,0,0,1,0,0,0
