,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Hello and welcome to Sports Mole's live text coverage of the FA Cup third-round tie between Liverpool and Plymouth Argyle at Anfield.,12.30pm,17,7,77.9849171462,0.0,0.0,0.119922821906,0.0628272303695,0,0.314655,0,0,0,0,0,0,0,0,0,0
1,"This is a rare meeting between these two teams, currently separated by three divisions, in what has the potential to provide us with our first major giant killing of the third round.",12.30pm,20,15,122.402819078,0.119922821906,0.0,0.0515840468041,0.0529244543539,0,0.15798,0,0,0,0,0,0,0,0,0,0
2,The likes of Manchester United and Manchester City have already progressed through - now it is the turn of one of the competition's most successful sides.,12.30pm,15,13,89.2276138534,0.0515840468041,0.0628272303695,0.0599234981986,0.0874370976744,0,0.153735,0,0,0,0,0,0,0,0,0,0
3,"There is no denying that the Premier League takes priority for Jurgen Klopp this season, which will likely be reflected when we check out the team news in a couple of minutes, but the German did talk this week about building up some momentum and putting together a cup run.",12.32pm,27,26,186.216651197,0.0599234981986,0.0529244543539,0.0518712930563,0.0563113012515,0,0.15962,0,0,0,0,0,0,0,0,0,0
4,"It is a similar story for visitors Plymouth, who are good value to return to League One come May after a six-year absence from the third tier of English football.",12.32pm,19,13,103.280201817,0.0518712930563,0.0874370976744,0.0,0.0763018967355,0,0.12857,0,0,0,0,0,0,0,0,0,0
5,"TEAM NEWS!LIVERPOOL XI: Karius; Alexander-Arnold, Gomez, Lucas, Moreno; Stewart, Can; Ejaria, Ojo, Woodburn; OrigiPLYMOUTH ARGYLE XI: McCormick; Miller, Songo'o, Bradley, Purrington; Threlkeld, Fox; Jervis, Carey, Slew; Garita",12.34pm,50,1,120.353682523,0.0,0.0563113012515,0.0,0.0272283936171,0,0.0625,0,0,0,0,0,0,0,0,0,0
6,"As expected, Klopp has made mass changes to his starting lineup for this third-round tie.",12.36pm,11,6,52.2641959466,0.0,0.0763018967355,0.0341222568608,0.0911751784719,0,0.14884,0,0,0,0,0,0,0,0,0,0
7,"Ten alterations in all from the 2-2 draw with Sunderland last time out, in fact, with Emre Can the only player to retain his place in the side.",12.36pm,16,15,94.1342064559,0.0341222568608,0.0272283936171,0.099500235745,0.128636695551,0,0.16314,0,0,0,0,1,0,0,0,0,0
8,"The big news is that Joe Gomez is handed his first appearance of any sort for 16 months after battling back from injury - his first outing under the watch of Klopp, which puts his length of time on the sidelines into some perspective.",12.36pm,25,21,161.058434441,0.099500235745,0.0911751784719,0.077894426646,0.0284291727519,0,0.11878,0,0,0,0,0,0,0,0,0,0
9,There is also a full senior debut for Wales international prospect Ben Woodburn; a player now best remembered for his memorable goal against Leeds United in the EFL Cup last month to make him the Reds' youngest-ever goalscorer.,12.38pm,27,14,141.206099035,0.077894426646,0.128636695551,0.0445595372917,0.076154786678,1,0.17339,0,0,0,0,0,0,0,0,0,0
10,"Woodburn will start in attack alongside Sheyi Ojo and Divock Origi - the latter providing the closest thing this Liverpool attack has to experience, despite being just 21 years of age himself.",12.38pm,22,12,125.014933904,0.0445595372917,0.0284291727519,0.0609670552382,0.0673181287672,0,0.127505,0,0,1,0,0,0,0,0,0,0
11,"Lucas Leiva was reportedly close to making a switch to Serie A earlier this month, but he is still involved at Anfield and takes his place in the heart of defence this afternoon.",12.40pm,19,16,116.723650631,0.0609670552382,0.076154786678,0.0242341841673,0.0540671825393,0,0.147505,0,0,1,0,0,0,0,0,0,0
12,"Alongside the experienced Brazilian is the versatile Gomez, while Alberto Moreno Trent Alexander-Arnold occupy the two full-back berths.",12.40pm,15,5,65.6503048149,0.0242341841673,0.0673181287672,0.0362447101565,0.0571204383029,0,0.104065,0,0,0,0,0,0,0,0,0,0
13,"The other academy player in the starting ranks is Ovie Ejaria, who will take up his position in midfield in what can best be described as an experimental Reds side.",12.40pm,16,16,114.401680663,0.0362447101565,0.0540671825393,0.107283174616,0.209599125177,0,0.12377,0,0,0,0,0,0,1,0,0,0
14,"This is actually the youngest side ever named by Liverpool, but the changes have been less forthcoming as far as the visitors are concerned.",12.42pm,14,12,84.2243926539,0.107283174616,0.0571204383029,0.057498994865,0.0633274245409,0,0.121305,0,0,0,0,0,0,0,0,0,0
15,"The big question mark heading into the match regarded the fitness of Paul-Arnold Garita, who has appeared to shake off his recent knee complaint to take his place in the starting ranks this afternoon.",12.42pm,21,15,124.915695902,0.057498994865,0.209599125177,0.0431290618087,0.105135770058,0,0.133905,0,0,0,0,0,0,0,0,0,0
16,"Nouris Bulvitis had been carrying a knock of his own, but he misses out on selection at Anfield.",12.42pm,9,11,67.8665858105,0.0431290618087,0.0633274245409,0.0391173780272,0.0425099069241,0,0.100835,0,0,0,0,0,0,0,0,0,0
17,"One other point of discussion when looking at that Liverpool team, Loris Karius is given a chance to impress this afternoon - as Klopp confirmed a few days back - just a few weeks after losing his starting spot to Simon Mignolet.",12.44pm,26,18,147.164838384,0.0391173780272,0.105135770058,0.0357983399389,0.0,0,0.12,0,0,0,0,0,0,0,0,0,0
18,"That position really does need strengthening this month, but for now the two mistake-prone keepers are left to battle it out between the sticks.",12.44pm,13,13,86.6565393961,0.0357983399389,0.0425099069241,0.0210618932203,0.0,0,0.12802,0,0,0,0,0,0,1,0,0,0
19,"No Philippe Coutinho still, while Jordan Henderson - with three assists in five FA Cup outings - also misses out.",12.44pm,17,5,78.0024454278,0.0210618932203,0.0,0.0,0.0,0,0.077695,0,0,0,0,0,0,0,0,0,0
20,"BENCH WATCH!LIVERPOOL SUBS: Mignolet, Klavan, Clyne, Wijnaldum, Lallana, Firmino, SturridgePLYMOUTH ARGYLE SUBS: Bulvitis, Smith, Goodwillie, Osborne, Rooney, Dorel, Tanner",12.46pm,35,0,94.0889645008,0.0,0.0,0.0495595407716,0.177825755198,0,0.056605,0,0,0,0,0,0,0,0,0,0
21,"The starting lineup may lack experienced heads, but it is fair to say that Klopp has plenty of ammunition on the bench should he need to change things around slightly.",12.48pm,19,13,114.354293439,0.0495595407716,0.0,0.0222760188492,0.101265188778,0,0.19152,0,0,0,0,0,0,0,0,0,0
22,"Adam Lallana, Roberto Firmino and Daniel Sturridge are all among the back-up options available for the German to choose from, while Georginio Wijnaldum, Nathaniel Clyne and Ragnar Klavan provide depth in those deeper positions.",12.48pm,26,12,140.999289708,0.0222760188492,0.177825755198,0.0298105450401,0.131090742579,0,0.20722,0,0,0,0,0,0,1,0,0,0
23,"Liverpool have named their youngest-ever starting lineup for this afternoon's visit of Plymouth Argyle, in a side that includes just one starter from last time out - versatile midfielder Emre Can.",12.50pm,22,12,101.76159984,0.0298105450401,0.101265188778,0.0352875993413,0.0736379700814,0,0.213715,0,0,0,0,0,0,0,0,0,0
24,"Among those to be given the nod are full debutant Ben Woodburn and Joe Gomez - a first appearance of any sort in 18 months for the defender, who has seen his development curtailed since joining from Charlton Athletic.© SilverHub",12.50pm,25,16,150.015404102,0.0352875993413,0.131090742579,0.0272504168082,0.0905392091066,0,0.16073,0,0,0,0,0,0,0,0,0,0
25,"A look at Liverpool's team, albeit backed by an incredibly talented bench, highlights just how low down on the list of priorities the FA Cup is for this club.",12.52pm,19,14,108.5224143,0.0272504168082,0.0736379700814,0.0633942510751,0.164053036502,0,0.111635,0,0,0,0,0,0,0,0,0,0
26,"That is not to say Klopp is happy to forget about the competition, particularly after falling short in two finals in his first campaign at the helm, but winning the Premier League is the outright top target over these next four months or so.",12.52pm,25,22,161.23511621,0.0633942510751,0.0905392091066,0.0785547743422,0.0479573156422,0,0.134145,0,1,0,0,0,0,0,0,0,0
27,"The Reds also have an EFL Cup semi-final with Southampton in midweek, which is also higher up the list.",12.52pm,12,9,63.1312550476,0.0785547743422,0.164053036502,0.0506344662787,0.0646116038622,0,0.134365,0,0,0,0,0,0,0,0,0,0
28,"The Reds now trail Chelsea by just five points at the summit, despite being held to a draw by strugglers Sunderland earlier this week.",12.54pm,15,11,91.5360678613,0.0506344662787,0.0479573156422,0.0908463305818,0.0739711700029,0,0.209355,0,0,0,0,1,0,0,0,0,0
29,"Liverpool had recovered from a disappointing start to December, in which they lost to Bournemouth and drew at home to West Ham United, by winning four on the spin in the Premier League prior to that trip to the Stadium of Light six days ago.",12.54pm,27,21,159.849196277,0.0908463305818,0.0646116038622,0.123644839855,0.0695281150759,0,0.213995,0,1,0,1,0,0,0,0,0,0
30,"It is still very much all to play for now, then, with the Blues now having to recover from that loss to Tottenham Hotspur - a first in 14 outings.",12.54pm,15,18,102.421650065,0.123644839855,0.0739711700029,0.110441698471,0.106390697304,0,0.12957,0,0,0,0,0,0,0,0,0,0
31,"It is all systems go for Klopp's charges at this stage in the season, as they follow up this FA Cup tie with the first left of their EFL Cup semi-final against Southampton on Wednesday evening.",12.56pm,21,18,123.423879875,0.110441698471,0.0695281150759,0.0846385133041,0.0770460820459,0,0.15896,0,0,0,0,0,0,0,0,0,0
32,"The side named by the German for that one will be interesting to see, with a crunch clash against an in-form Manchester United to come just a few days later in the Premier League.",12.56pm,18,18,109.829714015,0.0846385133041,0.106390697304,0.0646747034702,0.0788103352624,0,0.156535,0,0,0,0,0,0,0,0,0,0
33,Liverpool also take on Chelsea at the end of the month; a run of games sandwiched by the visit of Swansea City.,12.56pm,14,10,71.3487079863,0.0646747034702,0.0770460820459,0.0629609760934,0.101545912373,0,0.19839,0,0,0,0,0,0,0,0,0,0
34,"Despite their wobble in the North East last Monday, the Reds - as highlighted by Klopp in his pre-match press conference - are still well on track to achieving their goals.",12.58pm,21,12,108.033682838,0.0629609760934,0.0788103352624,0.0828129580004,0.0478308071689,1,0.165005,0,0,0,0,0,0,0,0,0,0
35,"Second in the Premier League and into the semi-finals of the EFL Cup, it has been an impressive first full campaign on Merseyside for the Reds' popular boss.",12.58pm,17,14,89.4516580626,0.0828129580004,0.101545912373,0.0537359308323,0.0,0,0.24359,0,0,0,0,0,0,0,0,0,0
36,Just two defeats in 24 games overall is quite some record; the most recent of those losses coming in a crazy 4-3 encounter against Bournemouth on December 4.,12.58pm,18,12,101.043647097,0.0537359308323,0.0478308071689,0.0,0.0540040530771,0,0.080645,0,0,0,0,0,0,0,0,0,0
37,DID YOU KNOW?,1.00pm,2,2,14.0103317098,0.0,0.0,0.0,0.0,0,0.02381,0,0,0,0,0,0,0,0,0,0
38,"Liverpool have never lost an FA Cup game against a team from the fourth tier, winning 12 and drawing three, while also progressing into round four in each of their last five attempts.",1.00pm,23,13,121.499171464,0.0,0.0540040530771,0.0201201999918,0.0432563911985,0,0.1651,0,1,0,1,1,0,0,0,0,0
39,"Not since 2010-11 have they failed to get past the first hurdle, when knocked out by great rivals Manchester United at this early stage.",1.00pm,16,10,90.0334439531,0.0201201999918,0.0,0.0717731472363,0.0479698271408,0,0.11638,0,0,0,0,0,0,0,0,0,0
40,You will get some good odds on a rare third-round defeat for the Reds this afternoon!,1.00pm,9,8,52.5679434106,0.0717731472363,0.0432563911985,0.00713670449622,0.0479180255343,0,0.16905,0,0,0,0,0,0,0,0,0,0
41,Liverpool have also gone five years without shipping a single goal at Anfield in the FA Cup.,1.02pm,13,5,60.3419377276,0.00713670449622,0.0479698271408,0.095955106939,0.0314682080023,1,0.218085,0,0,0,0,0,0,0,0,0,0
42,"Five clean sheets have been kept during that run, so Plymouth really do have their work cut out to get any sort of result over the next couple of hours.",1.02pm,17,15,118.663506263,0.095955106939,0.0479180255343,0.090222077852,0.0966308170202,0,0.111115,0,0,0,0,0,0,0,0,0,0
43,"The Reds' backline is not the greatest on paper today, though, and if the Pilgrims can bring their recent league form into this game - minus their defeat to Barnet last time out - then they have a chance of pulling off an upset.",1.02pm,26,22,154.53654073,0.090222077852,0.0314682080023,0.141952772475,0.187331067862,0,0.12,0,0,0,0,0,0,0,0,0,0
44,"Plymouth have also enjoyed a bright first half to their league campaign, currently occupying one of the three automatic promotion berths in League Two and looking likely to now end their six-year exile from the third tier.",1.04pm,26,13,127.927380394,0.141952772475,0.0966308170202,0.155171788758,0.0955206334979,0,0.16291,0,0,0,0,0,0,0,0,0,0
45,"The Pilgrims' league form has been mixed since the middle of November, losing four and winning three of their last eight games, yet they still sit six points clear of fourth-placed Portsmouth with four months of the season left to play.",1.04pm,31,14,153.466310373,0.155171788758,0.187331067862,0.120022601753,0.0783168423233,0,0.141365,0,1,0,0,0,0,0,0,0,0
