,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Evening all!,6.46pm,2,1,9.41858090275,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
1,Sports Mole's live La Liga coverage continues from Camp Nou as Spanish champions Barcelona welcome Espanyol for the much-anticipated Catalan derby.,6.46pm,19,4,80.2452789926,0.0,0.0,0.0378810976674,0.0,0,0.195405,0,0,0,0,0,0,0,0,0,0
2,"Barcelona will once again be the favourites to overcome their rivals, but Quique Flores's Espanyol are currently on a nine-game unbeaten run in the league, which has seen them rise into the top half of the table.",6.46pm,21,20,126.552471253,0.0378810976674,0.0,0.050952600519,0.106638810732,0,0.23271,0,0,0,0,0,0,0,0,0,0
3,Should be a good one!,6.46pm,3,3,17.4100454499,0.050952600519,0.0,0.0,0.0,0,0.05556,0,0,0,0,0,0,0,0,0,0
4,Espanyol have not beaten Barcelona in the league since a 2-1 victory at Camp Nou in February 2009 – losing 11 of their 14 meetings since then.,6.49pm,18,10,91.8260053038,0.0,0.106638810732,0.109379564395,0.0437304486802,0,0.198,0,0,0,0,0,0,0,0,0,0
5,"That run of form includes a 5-0 defeat in the corresponding league match last season, while they also lost to their rivals over two legs in the Copa del Rey.",6.49pm,20,12,107.725641072,0.109379564395,0.0,0.132961452986,0.0200925904547,0,0.165215,0,0,0,1,0,0,0,0,0,0
6,They met four times in all competitions last season and Espanyol only scored once.,6.49pm,9,6,54.8061386981,0.132961452986,0.0437304486802,0.0570146065393,0.0483395858339,0,0.07143,0,0,0,0,0,0,0,0,0,0
7,"Right, without further ado, let me bring you up-to-speed with the all-important team news from Camp Nou.",6.52pm,14,6,66.7321372987,0.0570146065393,0.0200925904547,0.0185057842536,0.265832080106,0,0.07843,0,0,0,0,0,0,0,0,0,0
8,"Espanyol have had a free week to play for this match, but Barcelona were out in Qatar on Tuesday to play a lucrative friendly against Al Ahli, which they won 5-3.",6.52pm,17,17,112.741047419,0.0185057842536,0.0483395858339,0.0299029610016,0.0,0,0.126985,1,0,0,0,0,0,0,0,0,0
9,"Right, let's have a look...",6.52pm,6,2,17.2501967489,0.0299029610016,0.265832080106,0.0,0.0,0,0.066665,0,0,0,0,0,0,0,0,0,0
10,"TEAMS!BARCA: Ter Stegen; Roberto, Pique, Mascherano, Alba; Busquets, Denis, Iniesta; Neymar, Suarez, MessiESP: D.Lopez; J.Lopez, D.Lopez, Reyes, Martin; Piatti, Fuego, Diop, Jurado; Caicedo, Moreno",6.55pm,48,0,102.567234496,0.0,0.0,0.0,0.107841774961,0,0.050845,0,0,0,0,0,0,0,0,0,0
11,"Jeremy Mathieu is Barcelona's only first-team absentee at the moment, leaving Luis Enrique with plenty of options all over the park.",6.58pm,15,9,81.6794653097,0.0,0.0,0.13814253053,0.0957136290621,0,0.132285,0,0,0,0,0,0,0,0,0,0
12,"Neymar, Lionel Messi and Luis Suarez continue in the final third, but there is a slight surprise in midfield as Denis Suarez is chosen over Ivan Rakitic.",6.58pm,19,11,101.099949075,0.13814253053,0.107841774961,0.00525448317984,0.129329242802,0,0.147395,0,0,0,0,0,0,0,0,0,0
13,"Sergi Roberto, meanwhile, continues at right-back, leaving Samuel Umtiti on the bench alongside Lucas Digne.© SilverHub",6.58pm,16,3,62.5968857231,0.00525448317984,0.0957136290621,0.0102863461917,0.169987527124,0,0.05756,0,0,0,0,0,0,0,0,0,0
14,"As for Espanyol, Leo Bapistao's absence opens up a spot in the final third for Felipe Caicedo, who scored his first league goal of the season against Sporting Gijon last weekend.",7.02pm,23,12,114.949913505,0.0102863461917,0.129329242802,0.110036502978,0.0853893168081,1,0.15064,0,0,0,0,0,0,0,0,0,0
15,"Pape Drop started the Sporting clash on the bench, but the midfielder returns tonight to start alongside Javi Fuego in the centre of the park.",7.02pm,17,10,95.9031307335,0.110036502978,0.169987527124,0.0838059481658,0.0,0,0.180835,0,0,0,0,0,0,0,0,0,0
16,Pablo Piatti and Jose Jurado continue in the wide areas for the Catalan side.,7.02pm,10,5,51.0707394457,0.0838059481658,0.0853893168081,0.0,0.0709453264885,0,0.153475,0,0,0,0,0,0,0,0,0,0
17,So there we have it.,7.05pm,1,5,18.999914281,0.0,0.0,0.105328860522,0.0,0,0.02941,0,0,0,0,0,0,0,0,0,0
