,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Evening all!,6.46pm,2,1,8.96248017867,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
1,"Sports Mole's live La Liga coverage continues from Camp Nou as the champions Barcelona welcome rock-bottom Granada, who are still without a win this season.",6.46pm,21,7,91.1487286602,0.0,0.0,0.0188980457924,0.147337746651,0,0.197915,0,1,0,0,0,0,0,0,0,0
2,This should be a very straightforward night for Lionel Messi & Co. Stay tuned right here to find out what occurs!,6.46pm,12,10,75.8507982784,0.0188980457924,0.0,0.0328956272362,0.0,0,0.121915,0,0,0,0,0,0,0,0,0,0
3,The state of play at the top of La Liga currently looks like this - Real Madrid are top of the table on 24 points after a 4-1 win over Alaves earlier this afternoon.,6.49pm,21,14,117.235459513,0.0328956272362,0.147337746651,0.198114150442,0.193238074761,0,0.17924,0,1,0,0,0,0,0,0,0,0
4,"As it stands, Atletico Madrid are heading second on 21 points courtesy of a win over Malaga (Diego Simeone's side lead 3-1 in the second period).",6.49pm,22,9,92.0184762691,0.198114150442,0.0,0.142411589588,0.0928836669145,0,0.149715,0,1,0,0,0,0,0,0,0,0
5,"Meanwhile, Sevilla have dropped to third on 21 points after a 1-1 draw with Sporting Gijon this afternoon.",6.49pm,13,7,65.8721217028,0.142411589588,0.193238074761,0.0912650789599,0.033750255181,0,0.08,0,0,0,0,1,0,0,0,0,0
6,Barcelona currently have 19 points and sit in fourth spot in the table.,6.49pm,9,5,45.5961317697,0.0912650789599,0.0928836669145,0.114006221406,0.12489142452,0,0.11472,0,0,0,0,0,0,0,0,0,0
7,"In terms of the recent meetings between Barcelona and Granada, it will not come as much of a surprise to learn that the champions have been extremely dominant.",6.52pm,14,16,95.4693827771,0.114006221406,0.033750255181,0.086399715434,0.0338510584596,0,0.21636,0,0,0,0,0,0,0,0,0,0
8,"Indeed, they won 4-0 at home and 3-0 away when the pair clashed in the league last season and have actually scored 14 times in their last three home league fixtures with Granada.",6.52pm,22,13,114.541999352,0.086399715434,0.12489142452,0.0,0.0286205885533,0,0.12216,1,0,0,0,0,0,0,0,0,0
9,It could well be another high-scoring game here!,6.52pm,6,3,28.2469685489,0.0,0.0338510584596,0.0,0.0361442650021,0,0.04762,0,0,0,0,0,0,0,0,0,0
10,"Right, without further ado, let me bring you up-to-speed with the all-important team news from Camp Nou.",6.55pm,14,6,66.2665310263,0.0,0.0286205885533,0.0173412387354,0.0739215907361,0,0.119485,0,0,0,0,0,0,0,0,0,0
11,"Barcelona lost 1-0 to Espanyol in the Supercopa de Catalunya on Tuesday night, but it was very much an experimental XI.",6.55pm,14,9,79.2893120386,0.0173412387354,0.0361442650021,0.0106677474054,0.0102289746488,0,0.1909,0,0,0,1,0,0,0,0,0,0
12,Have all the big guns returned here?,6.55pm,4,4,27.4982515172,0.0106677474054,0.0739215907361,0.01741080759,0.0,0,0.05,0,0,0,0,0,0,0,0,0,0
13,Let's run through the two XIs...© SilverHub,6.55pm,8,2,29.2402203219,0.01741080759,0.0102289746488,0.0,0.0240971785307,0,0.074425,0,0,0,0,0,0,0,0,0,0
14,"TEAMS!FCB: Ter Stegen; Roberto, Umtiti, Mascherano, Digne; Rafinha, Rakitic, Denis; Neymar, Suarez, MessiGRANADA: Ochoa; Uche, Saunier, Vezo, Lomban, Silva; Pereira, Carcela-Gonzalez, Toral, Cuenca; Kravets",6.58pm,48,0,109.784750739,0.0,0.0,0.0,0.135615601806,0,0.048385,0,0,0,0,0,0,0,0,0,0
15,No real surprises in the Barcelona XI tonight when considering the injuries for Luis Enrique.,7.02pm,10,6,57.4977829127,0.0,0.0240971785307,0.0,0.05988971819,0,0.15925,0,0,0,0,0,0,0,0,0,0
16,"Arda Turan, Jordi Alba, Gerard Pique, Jeremy Mathieu and Andres Iniesta all miss out through injury, which means that a back four of Sergi Roberto, Samuel Umtiti, Javier Mascherano and Lucas Digne will start this match.",7.02pm,32,11,160.54528489,0.0,0.135615601806,0.0378013561226,0.0419034273119,0,0.16754,0,0,0,0,0,0,0,0,0,0
17,"Sergio Busquets is named on the bench, which allows Denis Suarez a chance to impress in the middle of the park.",7.02pm,13,10,76.0613203803,0.0378013561226,0.05988971819,0.136953615176,0.0426859951357,0,0.213075,0,0,0,0,0,0,0,0,0,0
18,"Lionel Messi, Luis Suarez and Neymar continue in the final third of the field.",7.02pm,11,5,48.1909423992,0.136953615176,0.0419034273119,0.0466949289691,0.0285845468249,0,0.21129,0,0,0,0,0,0,0,0,0,0
