,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Hello and welcome to Sports Mole's live text commentary of today's La Liga game between Barcelona and Malaga!,2.15pm,16,5,66.8060934701,0.0,0.0,0.132735266038,0.0588351826429,0,0.149575,0,0,0,0,0,0,0,0,0,0
1,"The Catalan giants are back at the Camp Nou after the international break in search of a win and, with the help of Atletico Madrid later on Saturday evening, a chance to return to the top of La Liga ahead of arch-rivals Real Madrid.",2.17pm,27,20,136.832583875,0.132735266038,0.0,0.176414051396,0.0436789014806,0,0.152555,0,1,0,0,0,0,0,0,0,0
2,"Malaga, managed by Juande Ramos, stand in the Blaugrana's way, and they are in decent form, winning four of their last seven matches to climb into the top half of the table.",2.20pm,24,14,111.859131417,0.176414051396,0.0588351826429,0.0434948367457,0.0,0,0.14614,0,1,0,0,0,0,0,0,0,0
3,"Without further ado, let's get the team news, and there are some bad news for Barca I'm afraid...",2.22pm,15,8,67.5477371432,0.0434948367457,0.0436789014806,0.0,0.0,0,0.054545,0,0,0,0,0,0,0,0,0,0
4,"BARCELONA STARTING XI: Ter Stegen, Pique, Sergio, Denis, Arda, Neymar, Rafinha, Mascherano, Alcacer, Digne, Sergi Roberto",2.24pm,27,0,65.5711161946,0.0,0.0,0.148294690466,0.0,0,0.05263,0,0,0,0,0,0,0,0,0,0
5,"MALAGA STARTING XI: Kameni, Rosales, Torres, Mikel, Ricca, Llorente, Pablo, Ontiveros, Juankar, Juanpi, Sandro",2.25pm,25,0,60.3928256498,0.148294690466,0.0,0.0,0.0195090703472,0,0.055555,0,0,0,0,0,0,0,0,0,0
6,"BARCA SUBSTITUTES: Cillessen, Rakitic, Alba, Gomes, Vidal, Alena, Marlon",2.26pm,16,0,41.8978255018,0.0,0.0,0.108226106406,0.0,0,0.02941,0,0,0,0,0,0,0,0,0,0
7,"MALAGA SUBSTITUTES: Boyko, Santos, Castro, Duda, Jony, En-Nesyri, Munoz",2.27pm,16,0,36.7775054532,0.108226106406,0.0195090703472,0.0,0.0,0,0.03125,0,0,0,0,0,0,0,0,0,0
8,"So the bad news for Barcelona is that Lionel Messi, the prodigal son of the Camp Nou, is not in the squad for today's game.",2.28pm,16,13,78.3153688301,0.0,0.0,0.0939122514996,0.252213324604,0,0.13281,0,0,0,0,0,0,0,0,0,0
9,"According to the official Blaugrana feed, he is unwell with vomiting.",2.28pm,8,5,40.0713552553,0.0939122514996,0.0,0.208629206352,0.0168099706354,0,0.06383,0,0,0,0,0,0,0,0,0,0
10,[BREAKING NEWS] Leo #Messi is unwell with vomiting and will not be available for today's game #FCBLive pic.twitter.com/jjSbqd6jO7— FC Barcelona (@FCBarcelona) 19 November 2016,2.28pm,25,7,90.9074797007,0.208629206352,0.252213324604,0.0,0.09337029746,0,0.07353,0,0,0,0,0,0,0,0,0,0
