,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Evening all!,6.46pm,2,1,9.83221257352,0.0,0.0,0.0,0.0,0,0.025005,0,0,0,0,0,0,0,0,0,0
1,Sports Mole's live La Liga coverage continues from the newly-named Estadio de la Ceramica and it is a real cracker of an affair as an exciting Villarreal team welcome the Spanish champions Barcelona.,6.46pm,24,11,124.159456264,0.0,0.0,0.11306898036,0.0145321670991,0,0.19634,0,0,0,0,0,0,0,0,0,0
2,Both of these sides are in need of the points as they chase their own goals this season and that should make for an enthralling game of football.,6.46pm,11,18,104.545466916,0.11306898036,0.0,0.0406545533487,0.104678826079,1,0.13957,0,0,0,0,0,0,0,0,0,0
3,Be sure to stay tuned for the action!,6.46pm,5,4,29.8696986241,0.0406545533487,0.0145321670991,0.0767641872877,0.00866225162992,0,0.111115,0,0,0,0,0,0,0,0,0,0
4,Tonight will be the 20th meeting between these two teams in all competitions.,6.49pm,7,7,55.1010319578,0.0767641872877,0.104678826079,0.040791787863,0.0824836185489,0,0.11182,0,0,0,0,0,0,0,0,0,0
5,"Villarreal have recorded five wins against Barcelona, but the last of those was way back in October 2007, when they ran out 3-1 victors in this very stadium.",6.49pm,17,14,105.777824608,0.040791787863,0.00866225162992,0.0732700667358,0.297379173622,0,0.149255,0,1,0,0,0,0,0,0,0,0
6,"Since then, they have faced Barcelona on eight occasions and suffered six defeats, which will be a worry for the Yellow Submarine ahead of the match.",6.49pm,16,13,95.3144240586,0.0732700667358,0.0824836185489,0.142540505355,0.0323588797788,0,0.16072,0,0,0,0,0,0,0,0,0,0
7,"Barcelona have won on six of their last seven visits to this stadium, but the points were shared in a 2-2 draw when they clashed in the league last season.",6.52pm,16,16,102.239882871,0.142540505355,0.297379173622,0.192759071211,0.0537407986703,0,0.220765,1,0,0,0,1,0,0,0,0,0
8,"Villarreal's home form this term is among the best in the division, but no team in La Liga has collected more away points than Barcelona this season.",6.52pm,18,12,101.14588974,0.192759071211,0.0323588797788,0.0983709389761,0.108688536731,0,0.192035,0,0,0,0,0,0,0,0,0,0
9,It has just been announced that Villarreal's stadium will no longer be known as El Madrigal.,6.55pm,9,9,64.7499329577,0.0983709389761,0.0537407986703,0.0691570153009,0.0544538783594,0,0.257295,0,0,0,0,0,0,0,0,0,0
10,The name has been changed to the Estadio de la Ceramica and there is currently a press conference taking place detailing the reasons for the change.,6.55pm,15,12,101.770349693,0.0691570153009,0.108688536731,0.0810047871736,0.0616405569984,0,0.28377,0,0,0,0,0,0,0,0,0,0
11,"Part of the club's official statement reads: ""The Ceramic Tile Stadium is a symbol that represents and identifies the province of Castellon, becoming a proud ambassador of one of the best products in our region and a showcase of the extraordinary properties of its materials.",6.55pm,29,21,174.774612346,0.0810047871736,0.0544538783594,0.0,0.0,0,0.134235,0,0,0,0,0,0,0,0,0,0
12,"""¿Recordáis 🤔 cómo era nuestro estadio hace no tanto tiempo?",6.55pm,11,1,43.0425747882,0.0,0.0616405569984,0.0,0.0,0,0.040815,0,0,0,0,0,0,0,0,0,0
13,"¡Vaya cambio, groguets 😱!",6.55pm,6,0,11.3362899703,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
14,"Bienvenidos, al nuevo #EstadioDeLaCerámica 💛💛!",6.55pm,8,0,22.6725799406,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
