,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Afternoon all!,2.16pm,2,1,7.66642668811,0.0,0.0,0.0,0.250057049981,0,0.038465,0,0,0,0,0,0,0,0,0,0
1,Sports Mole's live La Liga coverage continues from Camp Nou as the champions Barcelona welcome Deportivo La Coruna.,2.16pm,17,3,74.5542871826,0.0,0.0,0.0167632808691,0.125937570882,0,0.20514,0,0,0,0,0,0,0,0,0,0
2,"It has been a patchy start to the season for the Catalan giants, but they would temporarily rise into second spot in the table behind Sevilla with all three points this afternoon.",2.16pm,18,16,113.903743555,0.0167632808691,0.250057049981,0.0,0.0634908376512,0,0.16072,0,0,0,0,0,0,0,0,0,0
3,"Deportivo, however, have drawn their last two league matches at Camp Nou.",2.16pm,12,3,43.7097702395,0.0,0.125937570882,0.240816946667,0.175018123456,0,0.12408,0,0,0,0,1,0,0,0,0,0
4,"Barcelona have won eight of their last 12 league meetings with Deportivo, remaining unbeaten in the process.",2.19pm,12,7,63.2290475895,0.240816946667,0.0634908376512,0.0662166557823,0.294967283197,0,0.13106,1,0,0,0,0,0,0,0,0,0
5,"Last season, the Spanish giants recorded an 8-0 victory in La Coruna, but they were actually held to a 2-2 draw at Camp Nou by the Galician side.",2.19pm,20,11,99.3961471355,0.0662166557823,0.175018123456,0.140816141227,0.0342610385909,0,0.188495,0,0,0,0,1,0,0,0,0,0
6,"In fact, the two sides have played out a 2-2 draw in their last two league meetings in this stadium.",2.19pm,13,9,68.2605280808,0.140816141227,0.294967283197,0.11507738231,0.0817447447272,0,0.131055,0,0,0,0,1,0,0,0,0,0
7,Three in a row?,2.19pm,3,2,11.8202662603,0.11507738231,0.0342610385909,0.0,0.0,0,0.07632,0,0,0,0,0,0,0,0,0,0
8,Stay tuned to find out.,2.19pm,4,2,22.6922343623,0.0,0.0817447447272,0.0227997978192,0.0260068928331,0,0.055555,0,0,0,0,0,0,0,0,0,0
9,"Right, without further ado, let me bring you up-to-speed with the all-important team news from Camp Nou.",2.22pm,14,6,66.4487542379,0.0227997978192,0.0,0.0201713912201,0.0,0,0.07273,0,0,0,0,0,0,0,0,0,0
10,Has Lionel Messi made the bench for Barcelona after returning to training earlier this week following a groin problem?,2.22pm,13,7,71.8380888133,0.0201713912201,0.0260068928331,0.0702592920494,0.0,0,0.283255,0,1,0,0,0,0,0,0,0,0
11,Luis Suarez - is he included after international action?,2.22pm,7,3,32.7733191711,0.0702592920494,0.0,0.0,0.0431855746119,0,0.067695,0,0,0,0,0,0,0,0,0,0
12,Let's have a look!,2.22pm,4,2,12.4928918052,0.0,0.0,0.0,0.0,0,0.060005,0,0,0,0,0,0,0,0,0,0
13,"TEAMS!FCB: Ter Stegen; Digne, Mascherano, Pique, Mathieu; Rakitic, Busquets, Rafinha; Neymar, Suarez, ArdaDEPOR: Lux; Laure, Albentosa, Sidnei, Navarro; Borges, Mosquera, Guilherme; Gama, Andone, Colak",2.25pm,48,0,114.761398347,0.0,0.0431855746119,0.0,0.0889448386716,0,0.0625,0,0,0,0,0,0,0,0,0,0
14,"As expected, Messi is on the bench for Barcelona this afternoon after recovering from a groin problem, which has seen the Argentine miss the last three weeks.",2.28pm,17,13,94.8086048007,0.0,0.0,0.0580752936171,0.135339222565,0,0.419775,0,0,0,0,0,0,0,0,0,0
15,"Suarez is included in the XI despite returning late from international duty, while Lucas Digne and Jeremy Mathieu are handed starts due to the absences of Sergi Roberto and Jordi Alba.",2.28pm,22,11,130.446611466,0.0580752936171,0.0889448386716,0.102935959104,0.170339977353,0,0.132795,0,0,0,0,0,0,0,0,0,0
16,"Andres Iniesta, meanwhile, starts on the bench.© SilverHub",2.28pm,8,2,29.7774227984,0.102935959104,0.135339222565,0.0968142546611,0.116570464785,0,0.176875,0,0,0,0,0,0,0,0,0,0
17,"As for Deportivo, Joselu and Juanfran are both unavailable due to knee problems, but Laure and Guilherme are both drafted into the XI after starting on the bench against Sporting Gijon last time out.",2.32pm,20,17,135.254986144,0.0968142546611,0.170339977353,0.0901644043873,0.0,0,0.19563,0,0,0,0,0,0,0,0,0,0
18,"Florin Andone will once again lead the line with support from Bruno Gama and Emre Colak, but recent signing Ryan Babel, formerly on Liverpool, is again named on the bench by head coach Gaizka Garitano.",2.32pm,25,14,156.724262554,0.0901644043873,0.116570464785,0.0,0.0759676238271,0,0.179625,0,0,0,0,0,0,0,0,0,0
19,So there we have it.,2.35pm,1,5,18.5881017937,0.0,0.0,0.124803102632,0.0328192444897,0,0.026315,0,0,0,0,0,0,0,0,0,0
20,The two teams are in and we are now just about 40 minutes from kickoff on this mild afternoon in Barcelona.,2.35pm,9,13,75.6797537984,0.124803102632,0.0759676238271,0.0991263647851,0.186026708736,0,0.12069,0,0,0,0,0,0,0,0,0,0
21,"I shall speak about the away side a little bit later, but let's start with Barcelona, who have made an indifferent start to the new campaign, but would rise above Real Madrid and Atletico Madrid into second position in the table with all three points here.",2.35pm,31,20,172.879295169,0.0991263647851,0.0328192444897,0.0885603236027,0.0235373008598,0,0.262805,0,0,0,0,0,0,1,0,0,0
22,"Indeed, Sevilla are currently the leaders in Spain's top flight after beating Leganes 3-2 in Madrid earlier this afternoon.",2.35pm,16,6,73.8600094609,0.0885603236027,0.186026708736,0.023663565442,0.186711920786,0,0.07576,0,0,0,0,0,0,0,0,0,0
23,"Barcelona's record from seven league matches this season reads won four, drawn one and lost two.",2.38pm,15,4,63.883181435,0.023663565442,0.0235373008598,0.137221974556,0.026021220666,0,0.10781,1,0,0,1,1,0,0,0,0,0
24,"They have 13 points, which currently sees them occupy fourth spot in the table – two points behind Real Madrid and Atletico Madrid, who are both unbeaten this season but have dropped points in three of their seven fixtures.",2.38pm,26,16,151.162139392,0.137221974556,0.186711920786,0.176417411845,0.120827529729,0,0.14547,0,0,0,0,0,0,0,0,0,0
25,"Atletico host Granada this afternoon, while Real Madrid travel to Real Betis tonight.© SilverHub",2.38pm,12,3,53.4962457861,0.176417411845,0.026021220666,0.0,0.0381126223153,0,0.08534,0,0,0,0,0,0,0,0,0,0
26,"The champions Barcelona have actually now lost five league games in 2016, which is one more than in the whole of 2015.",2.42pm,13,11,82.8695687511,0.0,0.120827529729,0.0774473605278,0.141931253004,0,0.138055,0,0,0,1,0,0,0,0,0,0
27,"Indeed, with 13 points after seven matches, this is Barcelona's worst start to a league season since the 2005-06 campaign.",2.42pm,17,7,69.242956209,0.0774473605278,0.0381126223153,0.0606734998272,0.0794040563014,0,0.156865,0,0,0,0,0,0,0,0,0,0
