,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,"Hello, and welcome to Sports Mole's live coverage of the match in the Premier League between Stoke City and Watford.",7.01pm,15,8,71.7622617998,0.0,0.0,0.153020669256,0.0236722595353,0,0.233845,0,0,0,0,0,0,0,0,0,0
1,"While some teams enjoyed some fine results over the Christmas period, the same cannot be said of Stoke City and Watford.",7.04pm,12,12,88.654430406,0.153020669256,0.0,0.0119448392552,0.0785481433046,0,0.154615,0,0,0,0,0,0,0,0,0,0
2,"Both clubs appear relatively safe from any trouble with relegation this season but they have found wins hard to come by of late, with neither team emerging victorious for almost a month.",7.04pm,20,14,131.089119848,0.0119448392552,0.0236722595353,0.0640468557798,0.0507021615388,0,0.09589,0,1,0,0,0,0,0,0,0,0
3,"They've also been conceding a hatful at the back so while neither side will be full of confidence heading into tonight's contest, at least we may see a few goals!",7.04pm,19,15,116.471159673,0.0640468557798,0.0785481433046,0.0592021867018,0.0929808032263,1,0.13776,0,0,0,0,0,0,0,0,0,0
4,"Anyway, without further ado, let's take a look at the team news which is coming from the Bet365 Stadium.",7.06pm,15,8,72.2987778995,0.0592021867018,0.0507021615388,0.017362400565,0.0,0,0.131705,0,0,0,0,0,0,0,0,0,0
5,"Given the minimal break they have had since their last fixture, i'd expect a few changes...",7.06pm,11,8,60.4253771013,0.017362400565,0.0929808032263,0.0,0.0979272629852,0,0.102905,0,0,0,0,0,0,0,0,0,0
6,"STOKE CITY XI: Grant; Johnson, Shawcross, Martins Indi; Diouf, Allen, Adam, Pieters; Arnautovic; Crouch, Walters",7.07pm,26,0,65.0102464788,0.0,0.0,0.0750136542482,0.085571739994,0,0.10968,0,0,0,0,0,0,0,0,0,0
7,"STOKE CITY SUBSTITUTES: Given; Bardsley, Whelan, Afellay, Imbula, Shaqiri, Bojan",7.08pm,17,0,46.5005277812,0.0750136542482,0.0979272629852,0.0,0.113157091471,0,0.074425,0,0,0,0,0,0,0,0,0,0
8,"WATFORD XI: Gomes; Kaboul, Prodl, Kabasele, Britos; Doucoure, Guedioura, Behrami, Capoue, Holebas; Deeney",7.09pm,24,0,59.63830164,0.0,0.085571739994,0.0303724378432,0.0,0,0.037035,0,0,0,0,0,0,0,0,0,0
9,"WATFORD SUBSTITUTES: Pantilimon, Cathcart, Sinclair, Ighalo, Mason, Folivi, Eleftheriou",7.10pm,16,0,42.6293582303,0.0303724378432,0.113157091471,0.0,0.0,0,0.112745,0,0,0,0,0,0,0,0,0,0
10,Let's start with Stokes as boss Mark Hughes decides to make a number of alterations to his team.,7.15pm,13,7,69.071329765,0.0,0.0,0.100273851319,0.130216919065,0,0.17727,0,0,0,0,0,0,0,0,0,0
11,"Marko Arnautovic comes into the team after serving a suspension, with Xherdan Shaqiri dropping down to the bench.",7.15pm,12,8,68.8377037251,0.100273851319,0.0,0.111733855776,0.0490627920486,0,0.14624,0,0,0,0,0,0,0,0,0,0
