,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Hello and welcome to Sports Mole's live text coverage of the club friendly between Borussia Dortmund and PSV Eindhoven.,2.00pm,15,6,63.6175945094,0.0,0.0,0.0794498093971,0.0551508218091,0,0.19841,0,0,0,0,0,0,0,0,0,0
1,Both sides are currently enjoying a break from their domestic seasons and are fine-tuning their preparations in southern Spain ahead of the second half of the campaign.,2.04pm,15,13,84.0686819606,0.0794498093971,0.0,0.200818011041,0.200111781478,0,0.32058,0,0,0,0,0,0,0,0,0,0
2,"Indeed, both teams will be hoping to use this week-long winter training camp to bounce back in their respective campaigns - Dortmund are sixth in the Bundesliga table, while PSV are 12 points behind Feyenoord in the Eredivisie.",2.08pm,26,15,125.487341943,0.200818011041,0.0551508218091,0.256271969936,0.0395162305225,0,0.19255,0,1,0,0,0,0,0,0,0,0
3,"Dortmund are currently getting some winter sun in Marbella, while their opponents on the day have set up camp in Jerez de la Frontera.",2.12pm,16,10,81.419602371,0.256271969936,0.200111781478,0.136573397727,0.21034876516,0,0.11724,0,1,0,0,0,0,0,0,0,0
4,"Today's fixture, meanwhile, takes place in one of Europe's southernmost towns - La Linea de la Concepcion, right on the border with Gibraltar.",2.12pm,24,5,79.2857403452,0.136573397727,0.0395162305225,0.0986781670234,0.0,0,0.202295,0,0,0,0,0,0,0,0,0,0
5,"So while the players are sunning it up and preparing for a fair weather game in southern Spain, this is the scene back in Dortmund...Meanwhile in Dortmund.",2.16pm,16,15,82.5998532025,0.0986781670234,0.21034876516,0.0284027872991,0.125162535248,0,0.20739,0,0,0,0,0,0,0,0,0,0
6,❄️❄️❄️ #DOschnee pic.twitter.com/gItCj1aLnm— Borussia Dortmund (@BVB) 7 January 2017,2.16pm,13,0,20.7156471062,0.0284027872991,0.0,0.0173835404988,0.0165652232316,0,0.064775,0,0,0,0,0,0,0,0,0,0
7,"Dortmund's team news is out, so let's have a look at who Thomas Tuchel is fielding.",2.20pm,12,8,52.5430222957,0.0173835404988,0.125162535248,0.0135362595509,0.0,0,0.107805,0,0,0,0,0,0,0,0,0,0
8,"DORTMUND STARTING XI: Weidenfeller, Bender, Dembele, Reus, Ramos, Kagawa, Piszczek, Castro, Ginter, Schmelzer, Weigl",2.22pm,25,0,55.7840679836,0.0135362595509,0.0165652232316,0.140295463778,0.0133958250643,0,0.06,0,0,0,0,0,0,0,0,0,0
9,"PSV STARTING XI: Zoet, Arias, Schwaab, Isimat, Willems, Guardado, Propper, Ramselaar, Zinchenko, De Jong, Pereiro",2.24pm,26,0,55.732219881,0.140295463778,0.0,0.0,0.0483172187766,0,0.06478,0,0,0,0,0,0,0,0,0,0
