,text,time,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,goal,score,won,win,lose,lost,draw,penalty,position,breakthrough,header,offside
0,Morning all!,11.01am,2,1,9.30831091945,0.0,0.0,0.0,0.0856918448639,0,0.02273,0,0,0,0,0,0,0,0,0,0
1,"Sports Mole's live La Liga coverage continues from Pamplona as basement side Osasuna welcome the Spanish champions Barcelona, who have drawn their last three league games.",11.01am,23,6,102.615572224,0.0,0.0,0.134225015732,0.0,0,0.20722,0,0,0,0,1,0,0,0,0,0
2,"Osasuna are in danger of being cut adrift at the bottom of La Liga, but they can expect no favours from a Barcelona team that need all three points to keep pace with leaders Real Madrid.",11.01am,21,17,134.257307541,0.134225015732,0.0856918448639,0.0,0.0860024517336,0,0.26147,0,0,0,0,0,0,0,0,0,0
3,Should be a good game!,11.01am,3,3,17.4366022756,0.0,0.0,0.0,0.0,0,0.04651,0,0,0,0,0,0,0,0,0,0
4,Osasuna have only won one of their last 10 league games against Barcelona – suffering seven defeats in the process and failing to score in six of those fixtures.,11.04am,17,13,101.77460665,0.0,0.0860024517336,0.0947538889034,0.097723612938,0,0.16714,1,0,0,0,0,0,0,0,0,0
5,"Last season, Barcelona thumped Osasuna 7-0 at Camp Nou, but the points were actually shared in this stadium.",11.04am,15,6,62.960165312,0.0947538889034,0.0,0.121922941839,0.00757763087823,0,0.116665,0,0,0,0,0,0,0,0,0,0
6,Osasuna's last success over the Catalan side also came in this particular ground – a 3-2 victory in February 2012.,11.04am,16,6,68.8517231942,0.121922941839,0.097723612938,0.00683280778897,0.0602967510534,0,0.161825,0,0,0,0,0,0,0,0,0,0
7,"Right, let me bring you up-to-speed with the all-important team news from Pamplona.",11.07am,10,5,47.9061046575,0.00683280778897,0.00757763087823,0.0242879232682,0.145492439016,0,0.067795,0,0,0,0,0,0,0,0,0,0
8,"Osasuna have had a free week to prepare for this match, but Barcelona were in Champions League action at home to Borussia Monchengladbach on Wednesday night.",11.07am,16,12,92.4359645649,0.0242879232682,0.0602967510534,0.0799949716126,0.00942210849954,0,0.13944,0,0,0,0,0,0,0,0,0,0
9,Let's have a look at the two teams...,11.07am,6,4,25.1108428993,0.0799949716126,0.145492439016,0.0822447874152,0.115846610968,0,0.174615,0,0,0,0,0,0,0,0,0,0
10,"TEAMS!OSASUNA: Perez; Oier, Flano, Marquez, Clerc; Alex, Causic, Torres, De las Cuevas; Riera, LeonBARCA: Ter Stegen; Roberto, Umtiti, Pique, Alba; Busquets, Gomes, Iniesta; Turan, Suarez, Messi",11.10am,50,0,117.642490126,0.0822447874152,0.00942210849954,0.0410238861653,0.0363897261133,0,0.116805,0,0,0,0,0,0,0,0,0,0
11,"Osasuna boss Joaquin Caparros has made two changes to the team that lost 3-1 at Sporting Gijon last weekend, with Sergio Leon and Alex Berenguer taking the places of Kenan and Imanol Garcia.",11.13am,25,10,130.485458664,0.0410238861653,0.115846610968,0.114623263428,0.0415424151161,0,0.107725,0,0,0,1,0,0,0,0,0,0
12,"Four of Osasuna's 13 league goals this season have been scored by Sergio Leon and the 27-year-old continues in the final third alongside Oriol Riera, leaving former Newcastle striker Emmanuel Riviere on the bench.",11.13am,26,11,131.851972807,0.114623263428,0.0363897261133,0.108930126622,0.0690430023162,1,0.16073,0,0,0,0,0,0,0,0,0,0
13,"As for Barcelona, all of the big guns have returned after being rested in the Champions League during the week.",11.16am,10,12,71.0203362515,0.108930126622,0.0415424151161,0.138636507944,0.0290569810503,0,0.16501,0,0,0,0,0,0,0,0,0,0
14,"Sergi Roberto, Gerard Pique and Jordi Alba have all returned to the back four, while Luis Suarez replaces Paco Alcacer at centre-forward.",11.16am,18,7,86.7893618739,0.138636507944,0.0690430023162,0.0141841776067,0.038526164558,0,0.098915,0,0,0,0,0,0,0,0,0,0
15,"Neymar is suspended, however, which has allowed Arda Turan, who scored a hat-trick against Gladbach, to keep his spot in the final third.© SilverHub",11.16am,18,10,87.87891725,0.0141841776067,0.0290569810503,0.0,0.028372937037,0,0.115125,0,0,0,0,0,0,0,0,0,0
16,So there we have it.,11.19am,1,5,18.4696099348,0.0,0.038526164558,0.0866893892445,0.0,0,0.025,0,0,0,0,0,0,0,0,0,0
17,The two teams are in and we are now just about 40 minutes from kickoff on this mild afternoon in Pamplona.,11.19am,9,13,75.7953647801,0.0866893892445,0.028372937037,0.128611059644,0.0689808250208,0,0.142135,0,0,0,0,0,0,0,0,0,0
18,"I shall talk about the home side and their struggles a little bit later, but let's first focus on Barcelona.",11.19am,15,8,73.0264348423,0.128611059644,0.0,0.0281939952893,0.0479065681757,0,0.1,0,0,0,0,0,0,0,0,0,0
19,Luis Enrique's side will enter this match in second spot in La Liga – six points behind the league leaders Real Madrid following El Clasico at Camp Nou last weekend.,11.19am,26,6,117.449920282,0.0281939952893,0.0689808250208,0.209059873128,0.173230817657,0,0.183915,0,1,0,0,0,0,0,0,0,0
20,"It did appear that Barcelona would move to within three points of Real Madrid last weekend when they led into the latter stages of El Clasico, but Sergio Ramos had other ideas as the centre-back equalised for Los Blancos late on.",11.22am,26,17,161.05454802,0.209059873128,0.0479065681757,0.139015588699,0.113704487028,0,0.21895,0,0,0,0,0,0,0,0,0,0
21,"As a result, Barcelona have now shared the points in each of their last three in Spain's top flight – including a 1-1 draw in their last away game at Real Sociedad.",11.22am,21,14,106.536190029,0.139015588699,0.173230817657,0.0730948919295,0.101312209271,0,0.21659,0,0,0,0,1,0,0,0,0,0
22,"Barcelona are actually only one point ahead of third-place Sevilla and just three points clear of fourth-place Atletico Madrid, which is an indication of just how important this match is for the champions.",11.25am,19,16,114.461376224,0.0730948919295,0.113704487028,0.0682446124448,0.039323488841,0,0.10562,0,0,0,0,0,0,0,0,0,0
23,"After taking on Osasuna, they will welcome Espanyol on December 18 in what will be their final match before the winter break, which lasts in La Liga until the weekend of January 7.© SilverHub",11.25am,19,17,129.101832554,0.0682446124448,0.101312209271,0.0189476317788,0.0718949274517,0,0.220335,0,1,0,0,0,0,0,0,0,0
24,"Lionel Messi loves playing against most teams, but the Argentine's record against Osasuna is quite sensational.",11.28am,13,6,66.8052938167,0.0189476317788,0.039323488841,0.085658131269,0.0,0,0.135385,0,0,0,0,0,0,0,0,0,0
25,"Indeed, he has netted 15 goals in his last eight appearances against this particular opposition – four of which have come in this very stadium.",11.28am,15,12,96.9699409489,0.085658131269,0.0718949274517,0.0,0.0427731247462,1,0.080645,0,0,0,0,0,0,1,0,0,0
26,I fancy him to add to that total today!,11.28am,5,5,35.3459862506,0.0,0.0,0.0320533581443,0.0351708804161,0,0.04255,0,0,0,0,0,0,0,0,0,0
27,"Barcelona were back to winning ways in the Champions League on Wednesday night, however, with Turan netting a treble in a 4-0 victory over Gladbach.",11.32am,18,10,87.9414491135,0.0320533581443,0.0427731247462,0.0366776029336,0.0603768845365,0,0.17238,0,1,0,0,0,0,0,0,0,0
28,"It was a much-changed XI that overcame the German outfit, but all of the big guns are back this afternoon and only three points will do if they have serious ambitions of catching a very impressive and indeed unbeaten Real Madrid side at the summit.",11.32am,23,24,162.428416368,0.0366776029336,0.0351708804161,0.132088290434,0.0610069644996,0,0.173225,0,0,0,0,0,0,0,0,0,0
29,"As for Osasuna, they dropped out of La Liga at the end of the 2013-14 campaign after finishing in 18th position and actually finished 18th in the Segunda Division - Spain's second tier - in 2014-15, which was a very difficult period for the club.",11.35am,28,21,149.63179281,0.132088290434,0.0603768845365,0.183027992132,0.141900343976,0,0.20325,0,0,0,0,0,0,1,0,0,0
30,"They came through the Segunda playoffs last season after finishing sixth in the table, however, to secure a return to the top flight of Spanish football.© Getty Images",11.35am,19,11,104.439637731,0.183027992132,0.0610069644996,0.137703368785,0.0593442482674,0,0.15199,0,0,0,0,0,0,0,0,0,0
31,"It has been a very difficult opening 14 games to the season, however, with Osasuna only collecting seven points.",11.38am,13,9,67.9285520245,0.137703368785,0.141900343976,0.00865378810312,0.0441917655443,0,0.10526,0,0,0,0,0,0,0,0,0,0
32,"Indeed, they have recorded just one win and lost nine times in the process.",11.38am,10,6,54.5562992502,0.00865378810312,0.0593442482674,0.0381952809227,0.0576733435201,0,0.107325,0,1,0,1,0,0,0,0,0,0
