,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,That was some game.,698,2,3,18.0003308608,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244755
1,It will take an eternity to sink in.,697,4,5,35.2159140313,0.0,0.0,0.0,0.0123317855218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108105
2,Just imagine what this means for a country like Oman.,696,6,5,44.088067789,0.0,0.0,0.0,0.240210138511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
3,To engrave their mark across the cricketing landscape.,695,6,3,39.1347920669,0.0,0.0123317855218,0.0183168338797,0.0841977871406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
4,A place where I don't even know what cricket means to the people.,694,8,7,57.9421498691,0.0183168338797,0.240210138511,0.00807503517247,0.119479594264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14091
5,Whether this win will be splashed across the newspapers or not.,693,6,6,54.0374227771,0.00807503517247,0.0841977871406,0.0,0.055793325283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
6,"But geez, what a performance!",692,4,3,21.8463583743,0.0,0.119479594264,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181815
7,They've caught our attention for sure and we'll be taking notice.,691,8,6,57.4460174324,0.0,0.055793325283,0.0423432446421,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13668
8,Enough of theatre for one day though.,690,6,2,33.8691148033,0.0423432446421,0.0,0.0,0.0351274498375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
9,I need to put my racing heart in an ice-tub.,689,6,5,38.8861013524,0.0,0.0,0.0563373632634,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10345
10,"On behalf of my co-commentators Pratyush Sinha, Raju Peethala, Abhishek Chaudhary and Bharath Ramaraj (yes, it took 5 of us to handle that), and our scorer Mani, this is Sagar Chawla signing off.",688,28,13,161.639065188,0.0563373632634,0.0351274498375,0.0600015899696,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08682
11,"Until tomorrow, it's goodbye!Sultan Ahmed: ""Great win for us.",687,13,3,53.7505215186,0.0600015899696,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155555
12,I'm very excited.,686,3,2,11.7699561599,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
13,And speechless.,685,2,1,8.79954169434,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166665
14,"When we lost the toss, we tried to restrict them below  .",684,6,7,55.664882584,0.0,0.0,0.0,0.215976141041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.13304
15,.,683,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
16,Thought we had the capability to chase  .,682,4,4,32.0716530617,0.0,0.215976141041,0.0,0.209647901865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292925
17,.,681,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
18,"If we beat Netherlands and Bangladesh, we'll be through.",680,6,6,44.3188951843,0.0,0.209647901865,0.184745458383,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090905
19,"""Porterfield: ""We were confident at the halfway stage.",679,8,4,40.0678817264,0.184745458383,0.0,0.0,0.012552315587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127085
20,Last  .,678,2,0,5.94164242261,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
21,overs with the ball let us down a little.,677,6,4,35.5016838373,0.0,0.012552315587,0.0,0.0115311921092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157895
22,Need to go back and regroup and it's going to be a mental thing more than anything.,676,10,9,72.1949666646,0.0,0.0,0.139326119003,0.018857103413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228145
23,Need to win the two games and give ourselves a chance.,675,7,5,47.5082493659,0.139326119003,0.0115311921092,0.0193526268739,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
24,There was a bit of dew and the ball was slippery but won't use that as an excuse.,674,9,11,67.9145812904,0.0193526268739,0.018857103413,0.0,0.00905040265428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.154155
25,"""Summary: I can hear Chandler Bing screaming, ""Can a match BE any better?""",673,13,6,66.0321802505,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06667
26,This wasn't for the pill-popping mankind.,672,4,4,18.8621673559,0.0,0.00905040265428,0.051479424108,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155555
27,A historic win for Oman in a box-office finish.,671,6,4,28.7745031828,0.051479424108,0.0,0.130269896449,0.130269896449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170455
28,Oman stunned.,670,3,0,10.8826529649,0.130269896449,0.0,0.256183263427,0.256183263427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
29,Oman amazed.,669,3,0,10.8826529649,0.256183263427,0.130269896449,0.256183263427,0.0488892811927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
30,Oman overwhelmed.,668,3,0,10.8826529649,0.256183263427,0.256183263427,0.0488892811927,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
31,"On a grand WT20 stage and against Test cricket's forever bridesmaid in Ireland, Oman beat nerves and defied expectations to library anecdotes on debut - starting with a first-over maiden whammy, through Zeeshan Maqsood's Superman moment and that late choke to curb Ireland's slogathon, and finally to the 47-run rearguard between Jatinder and Amir that powered them home.",667,44,21,259.811190813,0.0488892811927,0.0488892811927,0.0405260341587,0.0968005036494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11624
32,The game sprung to life when Kevin O'Brien's two in two overs stunted a smooth 69-run opening stand and paved a  .,666,16,7,87.8327978193,0.0405260341587,0.0,0.0,0.0104705087237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23204
33,-degree reentry for Ireland.,665,4,1,14.9978503603,0.0,0.0968005036494,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10989
34,Oman then imploded to  .,664,3,2,17.4588589379,0.0,0.0104705087237,0.011925839062,0.119064064546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153845
35,"before a 6th wicket stand brought them back in only to be ended by Rankin, now in Irish colours!",663,11,10,88.6543881794,0.011925839062,0.0,0.00368428930876,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.10989
36,"Last over saw Oman needing 14 runs and featured an assortment of no-balls, a free-hit that saw stumps shattered, ounces of nerves and four byes off a no-ball to get Oman across the line.",662,25,12,130.670547971,0.00368428930876,0.119064064546,0.132219367997,0.0346871635628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.171295
37,Phew.Oman.,661,2,0,0.0,0.132219367997,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125
38,A country with a population of just above 4 million.,660,5,6,36.3468599012,0.0,0.0346871635628,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787
39,The 19th team to feature in the World T20.,659,6,4,38.200472641,0.0,0.0,0.0317242193655,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787
40,Debuting on the big stage.,658,4,2,22.466272928,0.0317242193655,0.0,0.0,0.014849062115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111
