,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,Afghanistan fought.,655,3,0,10.8810234747,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04
1,Showed a lot of spirit.,654,4,2,21.2785925225,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085715
2,But sometimes it isn't all.,653,3,4,20.4408014338,0.0,0.0,0.0,0.0602734467567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
3,Sri Lanka were superior with the bat and Dilshan's experience came to the fore.,652,10,6,56.8296036671,0.0,0.0,0.0,0.0434645039518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240115
4,That's it from this game.,651,3,4,17.6417786967,0.0,0.0602734467567,0.0,0.0540261167551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093745
5,Tomorrow is a double header which will kick off with a mouth-watering Trans-Tasman clash in the mountains.,650,9,9,63.6399775599,0.0,0.0434645039518,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1354
6,Hope to have you onboard for it.,649,3,5,29.4588133933,0.0,0.0540261167551,0.239131959195,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076925
7,"See you!Mathews: ""It was a much needed victory for us.",648,10,5,47.1053861691,0.239131959195,0.0,0.0,0.0286944510966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085105
8,We haven't played well in the past.,647,5,4,25.7217919261,0.0,0.0,0.145246058676,0.139560234479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112745
9,Bowlers bowled well early on and then credit to Afghanistan batsmen for playing well.,646,10,5,58.6858120606,0.145246058676,0.0286944510966,0.0267860869414,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333
10,The attitude in the practice games was superb and we just had to go out there and express ourselves.,645,7,13,80.4144615111,0.0267860869414,0.139560234479,0.0729090858361,0.0561721720199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164325
11,We are not looking too far ahead.,644,4,4,34.4637396923,0.0729090858361,0.0,0.0,0.0942730617984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033335
12,Just want to take it game by game.,643,5,4,33.7592867317,0.0,0.0561721720199,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10672
13,Can do wonders if we click as a unit.,642,4,6,44.0223324072,0.0,0.0942730617984,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.054055
14,"""Stanikzai: ""The total was  .",641,6,2,14.4382515642,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111115
15,5 short.,640,3,0,3.79880456437,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023255
16,And Dilshan played well.,639,4,1,13.7170630179,0.0,0.0,0.0,0.131510423658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10238
17,Unfortunately we had  .,638,2,2,16.0863251076,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041665
