,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,It's working out for Zimbabwe.,759,4,3,20.292361355,0.0,0.0,0.046621579973,0.078919300422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
1,"Bat first, implode only to let a Chigumbura cameo get you to a par score, and then choke the opposition out with spin.",758,15,11,98.2268377082,0.046621579973,0.0,0.0333938658186,0.0280603307468,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12121
2,They have won two out of two.,757,3,5,30.2536928228,0.0333938658186,0.078919300422,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.18714
3,Sean Williams and Wellington Masakadza were the heroes tonight for a team that's starting to impress.,756,11,7,66.173035594,0.0,0.0280603307468,0.112618282621,0.00549743173686,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.15373
4,The Afghanistan-Zimbabwe game will be a cold-blooded knockout if Afghanistan win tonight.,755,8,5,46.4568695636,0.112618282621,0.0,0.12830172286,0.0194096614354,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12083
5,Hop tabs to watch out if Hong Kong are humbled or if they spine up a surprise.,754,9,9,88.9645366354,0.12830172286,0.00549743173686,0.0519710377194,0.0359287207028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136675
6,The preview and the build-up's waiting for you.,753,5,5,26.8760903233,0.0519710377194,0.0194096614354,0.0322481849501,0.0447215512135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12316
7,"Ta-ta from here.Preston Mommsen: ""Difficult start for us, they bowled well upfront.",752,13,3,51.9408810663,0.0322481849501,0.0359287207028,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.12879
8,We got into a position to have a crack in the end but unfortunately on the wrong side again.,751,8,12,71.6313835512,0.0,0.0447215512135,0.142445513262,0.0355714844534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180875
9,"We knew we had to be positive, hit boundaries and convert ones into twos.",750,9,7,71.1956571225,0.142445513262,0.0,0.0681724683709,0.18201765007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235
10,Had that partnership gone on for  .,749,3,4,26.312737514,0.0681724683709,0.0355714844534,0.0984410588101,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155555
11,"overs more, we could have had a different result.",748,6,5,40.8427555749,0.0984410588101,0.18201765007,0.0,0.183992716944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111
12,"""Hamilton Masakadza: ""I think our guys are onto something.",747,10,3,44.0491010479,0.0,0.0,0.129014258608,0.117546749549,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0625
13,The guys have gelled well and we have come out of two close games.,746,8,7,64.2991131151,0.129014258608,0.183992716944,0.0973083560783,0.0122383647798,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163705
14,The boys are believing a bit more now and they are going out and expressing themselves well.,745,7,11,77.449773219,0.0973083560783,0.117546749549,0.102711762812,0.0318188581089,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11111
15,Sibanda is going to be alright and it's looking positive with regards to him.,744,8,8,59.3890201425,0.102711762812,0.0122383647798,0.0323962271075,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091995
16,We will prefer to beat Afghanistan and avenge the defeat.,743,6,5,46.6099278522,0.0323962271075,0.0318188581089,0.158494444114,0.0817765018009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15
17,We have been  .,742,1,3,13.4232272675,0.158494444114,0.0,0.263941668208,0.137472114167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134575
18,down in the last two T20 series we have played against them.,741,6,7,57.4858671482,0.263941668208,0.0817765018009,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222915
19,"""""It's been a little time coming and I am happy that it came on a stage like this, helping my team to qualify.",740,15,13,96.437664514,0.0,0.137472114167,0.0191779616875,0.125425306638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11321
20,I just tried not to go for many and pick wickets.,739,6,6,43.6769518797,0.0191779616875,0.0,0.0204411640318,0.0608664338092,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.14286
21,I have started the bowling and it's been good enough.,738,6,6,37.7204235208,0.0204411640318,0.125425306638,0.0960207403303,0.140000176255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101315
