,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,So the tournament is up and running and Zimbabwe will be grateful to get over the line here.,807,7,12,73.0509789478,0.0,0.0,0.175285038955,0.0203985830343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14988
1,They are the favourites to go through from this group and to get the first win out of the way should be satisfying.,806,9,15,93.9498629368,0.175285038955,0.0,0.0265762924722,0.0779069454824,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192955
2,But we aren't done for the day yet.,805,5,5,38.0641323296,0.0265762924722,0.0203985830343,0.0102255005421,0.0121113252569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140485
3,Afghanistan will be taking on Scotland and the toss is just over 20 minutes away.,804,8,8,68.6948566704,0.0102255005421,0.0779069454824,0.00965169156118,0.0100743493998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.12121
4,Flip tabs to catch all the action from that one.,803,6,5,46.4686732806,0.00965169156118,0.0121113252569,0.0119322982605,0.0137659928086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.12
5,"See you there!Tanwir Afzal: ""We bowled well in the middle.",802,10,5,48.7303341516,0.0119322982605,0.0100743493998,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098995
6,Should have restricted them to around  .,801,3,4,28.8625814623,0.0,0.0137659928086,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455
7,.,800,1,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
8,I thought we could chase this total.,799,5,3,32.3797142493,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045455
9,Our batting lineup has ability.,798,4,2,31.2065961927,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04762
10,But Zimbabwe bowled well in the powerplay and that was the difference.,797,6,7,47.1819799138,0.0,0.0,0.310296426004,0.134972266901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1829
11,"Yeah, we bowled well in the middle overs and should have finished well.",796,9,6,60.4561940601,0.310296426004,0.0,0.0335802938724,0.0822406388336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096775
