,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,The tournament has kicked off with 3 close-ish matches.,797,6,4,33.3036350424,0.0,0.0,0.0929465401097,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117645
1,"And here's an eerie fact: In all 3 games, the chasing team has required 39 runs off the final 3 overs.",796,16,9,88.4586828492,0.0929465401097,0.0,0.0,0.0215003710223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10204
2,That's quite mind-boggling actually.,795,5,1,15.6617549777,0.0,0.0,0.0,0.0683110281772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18431
3,"I mean, what are the odds?",794,4,4,26.1125170358,0.0,0.0215003710223,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095235
4,Can't see that happening again.,793,5,2,21.6891579954,0.0,0.0683110281772,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
5,"Anyway, a good win for Bangladesh.",792,6,2,25.7784303212,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19643
6,"As a team, you never want to go through the travails of a pressure game.",791,9,8,61.4397753256,0.0,0.0,0.130197001583,0.0812841193664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142855
7,But nothing beats the confidence derived when you successfully pull through one.,790,8,5,64.3890613189,0.130197001583,0.0,0.0137962934058,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
8,"Okay, the second game today is between Ireland and Oman and the toss is in under 10 minutes.",789,11,9,82.5445922582,0.0137962934058,0.0812841193664,0.0243956220316,0.0203816098184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13668
9,Switch tabs and join us there!,788,5,2,32.3725687187,0.0243956220316,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083335
10,"See you!Mortaza: ""They were in a good situation even after 14 overs.",787,11,6,63.1230983624,0.0,0.0203816098184,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145605
11,But the back-to-back wickets was the game-changer.,786,4,4,15.9336079796,0.0,0.0,0.0410430468715,0.154653451242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.16409
12,Last over is always the most difficult to bowl.,785,5,5,42.1173852059,0.0410430468715,0.0,0.0148302886038,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13333
13,But the way Taskin bowled was very pleasing.,784,5,4,34.4996086143,0.0148302886038,0.154653451242,0.153433859854,0.0454591870655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
14,He's been practising very hard and I was confident in his yorker bowling abilities.,783,8,8,62.6812638236,0.153433859854,0.0,0.118381994105,0.0962070538563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129035
15,I was sure that he'll bowl at least 5 yorkers and he did it.,782,7,9,53.2945218398,0.118381994105,0.0454591870655,0.0594981544298,0.0159121431665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133335
16,"""Borren: ""Two places it got away from us - right at the end of our bowling innings.",781,15,6,71.2066918908,0.0594981544298,0.0962070538563,0.174082837263,0.0719617876802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16348
17,And the same time in the batting innings.,780,4,5,30.9825677469,0.174082837263,0.0159121431665,0.0,0.113758312028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22815
18,"4 overs to go with 10 an over required, we should have got there.",779,8,8,60.0510990335,0.0,0.0719617876802,0.0,0.110644637738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136365
19,van Meekeren is a young fellow who has pretty much produced [the goods] for us most of the time.,778,13,9,83.2083416224,0.0,0.113758312028,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715
20,He dropped an easy catch at third man and came back with a wicket first ball.,777,11,6,64.9567144564,0.0,0.110644637738,0.0,0.0215857726146,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0.10345
21,That shows character.,776,3,1,17.3199830543,0.0,0.0,0.054024598702,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
22,Bangladesh hit 6 sixes down the ground and we hit only 1 and that was the difference also.,775,10,9,67.1209476299,0.054024598702,0.0215857726146,0.0,0.0231903316567,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.123165
23,"""""I've been playing quite a few domestic T20 tournaments.",774,9,4,41.9543316261,0.0,0.0,0.100092831712,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
24,Been working out the way how to bat.,773,4,5,33.1479206288,0.100092831712,0.0231903316567,0.0424861785031,0.0209395400775,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178055
25,Talking to the coaches and fellow players about the same.,772,5,6,44.9148884066,0.0424861785031,0.0,0.0330027244309,0.0773262196382,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145605
26,Being calm in the middle.,771,3,3,22.3789374028,0.0330027244309,0.0209395400775,0.0456427429927,0.0174361633432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244755
27,The wicket wasn't the easiest to bat on.,770,5,5,25.6057304793,0.0456427429927,0.0773262196382,0.0327792025757,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.257575
28,They bowled well and even the spinners did a good job.,769,7,5,45.5861914037,0.0327792025757,0.0174361633432,0.0,0.0959829887625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309805
29,I thought we were 15 runs short.,768,5,3,31.9225151333,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244755
30,"But how our bowlers bowled, especially Taskin was amazing.",767,7,4,46.7223823755,0.0,0.0959829887625,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.066665
31,"Slightly difficult to adapt to the conditions here coming from summer back home, and here it's a bit coldish.",766,13,9,83.6300289513,0.0,0.0,0.0130329077754,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20476
