,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,So the Super 10s are off to a great start.,958,5,6,40.1578818157,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12024
1,"Many tagged India as favourites, especially with them playing at home.",957,9,4,57.4967296384,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076925
2,A turning track was just what they wanted.,956,4,5,34.5578744078,0.0,0.0,0.0350005355888,0.0373063263474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08333
3,Dhoni actually was not unhappy to lose the toss because he knew that his spinners could bowl without the dew taking full effect.,955,15,9,112.056853585,0.0350005355888,0.0,0.114989073935,0.0793887600584,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.196375
4,"But unfortunately for him and his side, dew hardly made an appearance and batting was even tougher second time around.",954,14,8,98.5982175343,0.114989073935,0.0373063263474,0.0786020442612,0.101452103127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076925
5,"Williamson is delighted that the three-spinner strategy worked so well, while his counterpart is disappointed that his batsmen let him down.",953,12,11,94.0812196759,0.0786020442612,0.0793887600584,0.0,0.0566429591489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075
6,Time to move on.,952,3,2,15.9116479899,0.0,0.101452103127,0.0,0.0390536096298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071425
7,Tomorrow is a double-header.,951,3,2,10.1579174658,0.0,0.0566429591489,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04348
8,"First up, Pakistan and Bangladesh lock horns in Kolkata, and then England take on West Indies in Mumbai.",950,14,7,91.077827051,0.0,0.0390536096298,0.0,0.0480699437882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09091
9,Let's hope that we have a cracking Wednesday.,949,6,4,38.2601638849,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054055
10,Good night and goodbye!Below are a few tweets pertaining to the game:Suryakumar Yadav: In  .,948,12,8,77.6392612853,0.0,0.0480699437882,0.0204477263001,0.0693459622899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14405
11,world T20 also India lost to NZ but at the end everyone knows the result.,947,11,5,70.4846231721,0.0204477263001,0.0,0.0,0.0900282827774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.153465
