,sentences,pos,len,len_stop,tfidf,sim_p,sim_pp,sim_n,sim_nn,century,out,bold,caught,stumped,wicket,hattrick,catch,six,four,amazing,hundred,ton,boundary,drop,toss,won,lost,score
0,"So, there was no Gaylestorm in Bengaluru.",730,4,5,31.0359560293,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086955
1,"However, West Indies showed that they can win games even without Gayle's contribution.",729,13,3,67.7824367219,0.0,0.0,0.0409652736909,0.0371778577377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135715
2,"Sri Lanka, on the other hand, have to sort out their batting woes if they have to qualify for the knockout stages.",728,12,13,95.4716578049,0.0409652736909,0.0,0.0376445985695,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18226
3,"On that note, it is time to take leave.",727,6,5,37.4851833731,0.0376445985695,0.0371778577377,0.0668502018888,0.0174129387806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128785
4,It is a single-header tomorrow - Australia vs. Bangladesh.,726,7,3,26.1138565162,0.0668502018888,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170455
5,Don't forget to tune in.,725,4,3,23.9157509889,0.0,0.0174129387806,0.0,0.0531735643796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074075
6,"For now, good night and take care!Mathews: ""I thought we were  .",724,11,6,53.1967130706,0.0,0.0,0.161205264231,0.0557995430742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068965
7,0 runs short and were horrible in the field.,723,6,4,32.819569742,0.161205264231,0.0531735643796,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145605
8,"If we had taken our chances, it would have been a close game.",722,7,8,59.3776865246,0.0,0.0557995430742,0.0876563479093,0.0577183128091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07143
9,"Unfortunately, we did not.",721,3,3,21.0884405354,0.0876563479093,0.0,0.0941668633931,0.100798144167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03333
10,"In the middle order, we kept losing wicket after wicket.",720,8,4,45.9660164397,0.0941668633931,0.0577183128091,0.198273677221,0.115030492949,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.174975
11,It was really difficult and we started to reassess the wicket.,719,6,6,45.3725082489,0.198273677221,0.100798144167,0.143839057439,0.117144405348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.12
12,We wanted to get  .,718,3,2,16.4990187064,0.143839057439,0.115030492949,0.203026038975,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08
13,", but we fell short.",717,4,2,17.889894977,0.203026038975,0.117144405348,0.0,0.122898669623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,Winning an ICC tournament is always special.,716,6,2,38.6582760962,0.0,0.0,0.0911437600173,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0625
15,We have quite an inexperienced team compared to  .,715,5,4,39.0332627757,0.0911437600173,0.122898669623,0.0,0.072216405143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05714
16,", the seniors are doing their job by teaching the youngsters.",714,6,6,49.8034102292,0.0,0.0,0.0,0.0245368189025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105265
17,"""Sammy: ""We always had some close battles with Sri Lanka.",713,10,4,48.8627334263,0.0,0.072216405143,0.0397067134456,0.0440951180387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14787
18,"The record in World Cups is not good for us, but it was good to see the way we came out and bowled, restricted them to a total that almost became competitive.",712,18,17,131.991278379,0.0397067134456,0.0245368189025,0.10282933677,0.22946854614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13793
19,"Fletcher coming in for his first game was just brilliant, I am happy with the way he batted.",711,10,10,73.00655376,0.10282933677,0.0440951180387,0.127478708257,0.347141959954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17831
20,"He was picked in the original squad, but was left out because of Charles's form, but today he came good.",710,13,11,86.8765493709,0.127478708257,0.22946854614,0.0,0.0810059498998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14459
21,I am really happy for him.,709,3,4,25.6879007135,0.0,0.347141959954,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066665
